Mach-Number,temperature,f,Mic1,Mic2,Mic3,Mic4,Mic5,Mic6,Mic7,Mic8,Mic9,Mic10,Mic11,Mic12,Mic13,Mic14,Mic15,Mic16,Mic17,Mic18,Mic19,Mic20,Mic21,Mic22,Mic23,Mic24,case
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (2.900000000000000000e+03+0.000000000000000000e+00j), (-4.679452776908874512e-01-3.407420516014099121e-01j), (-1.957634240388870239e-01-6.058573126792907715e-01j), (-2.666519880294799805e-01+9.528090059757232666e-02j), (-2.291241139173507690e-01-3.882641792297363281e-01j), (-1.222587451338768005e-01+2.630229592323303223e-01j), (-6.099979877471923828e-01+4.406433105468750000e-01j), (-4.868238568305969238e-01+2.671261727809906006e-01j), (-5.259803533554077148e-01+1.974777430295944214e-01j), (1.503076553344726562e-01-7.632921636104583740e-02j), (-1.711833477020263672e-02+3.320120275020599365e-01j), (1.237189397215843201e-01+7.595468759536743164e-01j), (-3.876377642154693604e-02+2.374796867370605469e-01j), (1.534729599952697754e-01+3.943166434764862061e-01j), (-4.314949214458465576e-01+1.400095820426940918e-01j), (-1.967652142047882080e-01-1.040515601634979248e-01j), (-3.982786536216735840e-01+7.356439232826232910e-01j), (-2.518655918538570404e-02+6.187346577644348145e-02j), (-4.759223461151123047e-01-1.950182467699050903e-01j), (-1.877420097589492798e-01-8.059297502040863037e-02j), (-8.049382567405700684e-01-4.240636229515075684e-01j), (-2.936270833015441895e-01-1.322678178548812866e-01j), (1.990372091531753540e-01-6.241012215614318848e-01j), (-8.625726401805877686e-02-2.873624563217163086e-01j), (2.111301869153976440e-01-2.851617932319641113e-01j), (1.200000000000000000e+01+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (2.900000000000000000e+03+0.000000000000000000e+00j), (-1.493436992168426514e-01-5.228059291839599609e-01j), (2.698929607868194580e-01-6.227165460586547852e-01j), (3.723930120468139648e-01-1.293119937181472778e-01j), (-4.073094725608825684e-01-2.805066704750061035e-01j), (-4.408842623233795166e-01-3.983173966407775879e-01j), (-3.048040717840194702e-02-3.998400568962097168e-01j), (-7.474130392074584961e-01-1.963785141706466675e-01j), (1.563781946897506714e-01+5.733036994934082031e-02j), (-1.772308796644210815e-01+1.385532617568969727e-01j), (-8.634597659111022949e-01-3.251616060733795166e-01j), (-3.740506768226623535e-01+2.891136705875396729e-01j), (-4.500050246715545654e-01+7.532915472984313965e-01j), (-9.263387322425842285e-02+2.701028287410736084e-01j), (-1.399320960044860840e-01-5.033195614814758301e-01j), (-4.610807597637176514e-01-2.740518748760223389e-01j), (8.327600359916687012e-02-7.874719500541687012e-01j), (-5.618553161621093750e-01-1.031619533896446228e-01j), (1.918553933501243591e-02-3.040245175361633301e-01j), (7.868904471397399902e-01+2.692923545837402344e-01j), (8.887986093759536743e-02-2.017601579427719116e-01j), (4.465940296649932861e-01-9.330937266349792480e-01j), (6.713505387306213379e-01-2.342355549335479736e-01j), (-4.160920083522796631e-01+1.329502463340759277e-01j), (9.520820975303649902e-01+4.253908991813659668e-01j), (1.300000000000000000e+01+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (2.900000000000000000e+03+0.000000000000000000e+00j), (4.200994372367858887e-01+4.271036088466644287e-01j), (5.570799112319946289e-01+5.855187177658081055e-01j), (-1.279370039701461792e-01+2.467139959335327148e-01j), (3.653287589550018311e-01+3.641045093536376953e-01j), (4.451302587985992432e-01+3.038352727890014648e-01j), (1.018922403454780579e-01+2.555625140666961670e-01j), (5.059133172035217285e-01-3.065983653068542480e-01j), (4.719431400299072266e-01+2.608903348445892334e-01j), (2.574293613433837891e-01-1.776126623153686523e-01j), (1.060408473014831543e+00-2.580559551715850830e-01j), (-6.861200928688049316e-02-3.639132380485534668e-01j), (-2.799753844738006592e-01-1.151248335838317871e+00j), (4.031688719987869263e-02-4.430351033806800842e-02j), (9.574663639068603516e-01-1.574085652828216553e-01j), (3.639233410358428955e-01+1.301262527704238892e-01j), (2.652045786380767822e-01+5.400676727294921875e-01j), (4.921067655086517334e-01+3.150034695863723755e-02j), (2.226656228303909302e-01+7.350330948829650879e-01j), (-4.914281666278839111e-01+4.907052516937255859e-01j), (2.255657315254211426e-01+2.646908536553382874e-02j), (4.603727161884307861e-02+7.905766963958740234e-01j), (-3.160052895545959473e-01+4.224963784217834473e-01j), (4.367689415812492371e-02-6.258969008922576904e-02j), (-7.593761682510375977e-01+5.934405922889709473e-01j), (1.400000000000000000e+01+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (2.900000000000000000e+03+0.000000000000000000e+00j), (7.014623284339904785e-02+1.496552228927612305e-01j), (-1.039678752422332764e-01+1.153109222650527954e-02j), (-1.959169954061508179e-01-8.807030320167541504e-02j), (5.558311343193054199e-01+1.303620785474777222e-01j), (-7.833112776279449463e-02+1.043830141425132751e-01j), (3.424194157123565674e-01+1.671744436025619507e-01j), (1.493738144636154175e-01+2.019194215536117554e-01j), (1.088526099920272827e-01-2.584497928619384766e-01j), (3.407974839210510254e-01+2.286940217018127441e-01j), (1.082565411925315857e-01-2.682116329669952393e-01j), (3.428480029106140137e-01+5.601507797837257385e-02j), (-8.465293049812316895e-02-1.057320833206176758e-01j), (3.172017633914947510e-01-2.497182637453079224e-01j), (-7.599933445453643799e-02-2.318860031664371490e-02j), (4.497784674167633057e-01+3.377052843570709229e-01j), (2.274752408266067505e-01+1.527913063764572144e-01j), (1.771241277456283569e-01+4.661781489849090576e-01j), (4.505318105220794678e-01-7.013804465532302856e-02j), (-2.108479738235473633e-01+3.238187357783317566e-02j), (-1.260480582714080811e-01+9.601302444934844971e-02j), (-4.324592351913452148e-01+2.052506990730762482e-02j), (-2.111553698778152466e-01+3.764179050922393799e-01j), (1.292756646871566772e-01+2.441368065774440765e-02j), (-2.418133765459060669e-01-1.860893219709396362e-01j), (1.500000000000000000e+01+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (2.920000000000000000e+03+0.000000000000000000e+00j), (7.883557677268981934e-02-4.459811449050903320e-01j), (-2.917511761188507080e-01+4.212465137243270874e-02j), (9.248269796371459961e-01-2.138269990682601929e-01j), (-4.160447716712951660e-01+3.681107759475708008e-01j), (9.515374302864074707e-01+4.389596357941627502e-02j), (2.430531829595565796e-01+3.332068920135498047e-01j), (-2.872830033302307129e-01+1.730732470750808716e-01j), (-7.702294737100601196e-02+3.371054530143737793e-01j), (-3.823938667774200439e-01+1.257497668266296387e+00j), (-3.863158524036407471e-01+4.668979644775390625e-01j), (6.040235757827758789e-01+1.381304711103439331e-01j), (-6.167891025543212891e-01+3.985685110092163086e-01j), (3.135575354099273682e-01-5.791678428649902344e-01j), (2.711114287376403809e-01-2.186661958694458008e-01j), (3.556649684906005859e-01-1.604596674442291260e-01j), (3.245406150817871094e-01-3.856524527072906494e-01j), (6.368539333343505859e-01-9.375044107437133789e-01j), (4.926913976669311523e-01-1.133889555931091309e-01j), (3.167248666286468506e-01-1.045940399169921875e+00j), (-2.726168632507324219e-01+3.901770710945129395e-02j), (2.922760322690010071e-02-6.366900801658630371e-01j), (4.849720597267150879e-01-4.802828729152679443e-01j), (-3.684147298336029053e-01-2.459281086921691895e-01j), (-7.953783869743347168e-02-3.805683255195617676e-01j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (2.920000000000000000e+03+0.000000000000000000e+00j), (-1.909191608428955078e-01+1.916907280683517456e-01j), (-4.381607770919799805e-01+4.723265171051025391e-01j), (-4.421339929103851318e-01-1.143980026245117188e-01j), (-1.300644576549530029e-01-1.409965101629495621e-02j), (-3.968133628368377686e-01+2.118496894836425781e-01j), (-3.698602020740509033e-01+5.827308073639869690e-02j), (-7.855997234582901001e-02-5.696762204170227051e-01j), (-1.258887648582458496e-01+1.330230534076690674e-01j), (-2.275805324316024780e-01-4.111407101154327393e-01j), (-4.921942055225372314e-01-2.226201146841049194e-01j), (-4.001218825578689575e-02-1.834657937288284302e-01j), (-6.142771840095520020e-01-5.179099440574645996e-01j), (1.457959115505218506e-01+1.061299815773963928e-01j), (3.479395806789398193e-01+5.001056194305419922e-01j), (-1.940891146659851074e-01-7.840812951326370239e-02j), (2.938976883888244629e-01+4.920911192893981934e-01j), (1.381907612085342407e-01+4.983022212982177734e-01j), (2.282782644033432007e-01+2.584780752658843994e-01j), (7.816050946712493896e-02+6.472998112440109253e-02j), (1.577697098255157471e-01+3.582791686058044434e-01j), (3.166406974196434021e-02+2.080070525407791138e-01j), (3.327884674072265625e-01+3.277015686035156250e-01j), (-3.721496323123574257e-03+8.451594971120357513e-03j), (6.856530904769897461e-01-5.772322416305541992e-01j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (2.920000000000000000e+03+0.000000000000000000e+00j), (1.925866492092609406e-02+3.887724876403808594e-01j), (6.323356628417968750e-01+5.252984762191772461e-01j), (-3.373320102691650391e-01-1.233669966459274292e-01j), (1.668684184551239014e-01+2.243441492319107056e-01j), (-1.977503299713134766e-01+1.338007766753435135e-02j), (-4.035644233226776123e-01+5.714973807334899902e-01j), (-1.046286970376968384e-01+1.020976677536964417e-01j), (-8.877804875373840332e-02+8.483255654573440552e-02j), (-9.493970870971679688e-02-7.327146828174591064e-02j), (-5.387681722640991211e-01-4.098636507987976074e-01j), (-6.954013705253601074e-01+2.164133936166763306e-01j), (-2.290709763765335083e-01+7.142964005470275879e-02j), (3.653693199157714844e-01+3.126110434532165527e-01j), (2.825602591037750244e-01-3.091171011328697205e-02j), (3.487042337656021118e-02-9.025168418884277344e-02j), (7.268213629722595215e-01+5.852093100547790527e-01j), (2.167965471744537354e-01+1.515505462884902954e-01j), (4.900693893432617188e-01+2.784083783626556396e-01j), (3.372528776526451111e-02+1.322462409734725952e-01j), (8.950617909431457520e-01-1.613644212484359741e-01j), (9.788859635591506958e-02-1.057549286633729935e-02j), (2.683013379573822021e-01-1.007033362984657288e-01j), (8.976928889751434326e-02-9.573909640312194824e-02j), (-2.118132263422012329e-01-5.426208972930908203e-01j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (2.920000000000000000e+03+0.000000000000000000e+00j), (4.808060526847839355e-01+4.312076568603515625e-01j), (1.944163888692855835e-01+3.755425810813903809e-01j), (3.698880076408386230e-01-9.425359964370727539e-02j), (-3.473115563392639160e-01+8.283258080482482910e-01j), (1.713409125804901123e-01+2.187098860740661621e-01j), (-4.090677797794342041e-01+2.506050467491149902e-01j), (4.422009885311126709e-01+3.923918902873992920e-01j), (-7.080857157707214355e-01-3.396065905690193176e-02j), (-3.321639895439147949e-01+4.863566458225250244e-01j), (-5.696218609809875488e-01-5.265327095985412598e-01j), (-4.595573246479034424e-01+1.039121389389038086e+00j), (-6.506237387657165527e-01-5.073950067162513733e-02j), (1.207542896270751953e+00+9.795270562171936035e-01j), (2.093599289655685425e-01+2.716186344623565674e-01j), (1.010964035987854004e+00-7.294715642929077148e-01j), (6.430124044418334961e-01+4.303680062294006348e-01j), (7.473361492156982422e-01-5.896475911140441895e-01j), (7.639830112457275391e-01+5.731268525123596191e-01j), (3.974214494228363037e-01+1.837250143289566040e-01j), (4.068422913551330566e-01-5.506221577525138855e-02j), (1.324943453073501587e-01-5.753968954086303711e-01j), (4.583548903465270996e-01-6.327860802412033081e-02j), (4.468440711498260498e-01-3.249680101871490479e-01j), (3.176674246788024902e-01-2.961522936820983887e-01j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (2.920000000000000000e+03+0.000000000000000000e+00j), (-7.161774486303329468e-02+8.231260627508163452e-02j), (5.557672381401062012e-01+5.240654349327087402e-01j), (9.315499663352966309e-02-2.740930020809173584e-01j), (3.491045832633972168e-01+5.015524625778198242e-01j), (-3.086049556732177734e-01-1.858848035335540771e-01j), (-1.296345144510269165e-01+5.017899870872497559e-01j), (-1.589037775993347168e-01+4.123297929763793945e-01j), (-2.438688874244689941e-01+1.388258337974548340e-01j), (2.959042191505432129e-01+1.299764811992645264e-01j), (-7.089403867721557617e-01+6.560692936182022095e-02j), (-5.558171868324279785e-01+1.977986544370651245e-01j), (-2.775480747222900391e-01+3.477819859981536865e-01j), (4.135656952857971191e-01+1.029890403151512146e-01j), (1.287941783666610718e-01-2.345522195100784302e-01j), (3.834113776683807373e-01-3.648659884929656982e-01j), (7.180916070938110352e-01+6.791969388723373413e-02j), (-1.143506765365600586e-01-7.509990036487579346e-02j), (7.707875370979309082e-01-9.010522812604904175e-02j), (-1.231405436992645264e-01-1.892277598381042480e-01j), (8.095516562461853027e-01-1.367224305868148804e-01j), (3.464931547641754150e-01-1.210922524333000183e-01j), (1.278686821460723877e-01-3.642778098583221436e-01j), (-8.800730109214782715e-02-2.320227958261966705e-02j), (-2.421296834945678711e-01-3.653589487075805664e-01j), (4.000000000000000000e+00+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (2.920000000000000000e+03+0.000000000000000000e+00j), (-4.391893446445465088e-01-1.653452590107917786e-02j), (2.900770604610443115e-01-4.160951673984527588e-01j), (-4.267840180546045303e-03-2.847230136394500732e-01j), (-6.280276775360107422e-01-8.922483772039413452e-02j), (-1.183279156684875488e-01-2.187881469726562500e-01j), (1.267829984426498413e-01-1.767554730176925659e-01j), (9.071731567382812500e-02-2.123608998954296112e-02j), (-8.038150519132614136e-02-7.692822217941284180e-01j), (2.724494934082031250e-01-2.553616762161254883e-01j), (3.069454729557037354e-01-3.272865712642669678e-01j), (2.255461364984512329e-02-1.557810306549072266e-01j), (5.648139715194702148e-01-2.009605914354324341e-01j), (-4.157868921756744385e-01+2.546026408672332764e-01j), (-7.470220327377319336e-01-1.439763307571411133e-01j), (6.284582614898681641e-02+6.084986403584480286e-02j), (-2.860351502895355225e-01-1.485994458198547363e-01j), (-1.195569932460784912e-01-1.961159985512495041e-03j), (-4.126717448234558105e-01+5.672525167465209961e-01j), (-6.650579571723937988e-01+3.483802676200866699e-01j), (-2.968149185180664062e-01-3.636480122804641724e-02j), (-1.247794628143310547e-01+5.341385025531053543e-03j), (7.223495841026306152e-02-8.476582169532775879e-02j), (5.009038001298904419e-02+5.286237597465515137e-01j), (-5.496156215667724609e-01+3.954929709434509277e-01j), (5.000000000000000000e+00+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (2.920000000000000000e+03+0.000000000000000000e+00j), (-5.900030732154846191e-01-1.443656235933303833e-01j), (-5.655566975474357605e-02-8.895692825317382812e-01j), (-2.057929933071136475e-01-6.184300184249877930e-01j), (-7.132984995841979980e-01+5.573343858122825623e-02j), (-3.065170347690582275e-01-7.848688960075378418e-01j), (-3.425941988825798035e-02+3.865240886807441711e-02j), (2.482844591140747070e-01-4.145256280899047852e-01j), (-3.688106834888458252e-01-8.467375040054321289e-01j), (5.345961451530456543e-01-3.208270072937011719e-01j), (-3.290868699550628662e-01-1.149390578269958496e+00j), (1.730280965566635132e-01-2.696629166603088379e-01j), (7.961273789405822754e-01-1.020965218544006348e+00j), (-2.953159213066101074e-01+1.910417675971984863e-01j), (-1.023741841316223145e+00+2.860210835933685303e-01j), (-6.940367072820663452e-02+1.643472015857696533e-01j), (-4.527543112635612488e-02+4.222865998744964600e-01j), (-5.638734698295593262e-01+3.373620659112930298e-02j), (2.347693033516407013e-02+1.163648605346679688e+00j), (-4.429464638233184814e-01+3.770292401313781738e-01j), (-3.777815401554107666e-01+4.400160163640975952e-02j), (-4.199573397636413574e-01+4.072465896606445312e-01j), (6.086001545190811157e-02-2.030757442116737366e-02j), (-5.789457634091377258e-02+3.626461625099182129e-01j), (-1.863866746425628662e-01+9.212759137153625488e-01j), (6.000000000000000000e+00+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (2.920000000000000000e+03+0.000000000000000000e+00j), (-2.679055035114288330e-01+5.180711150169372559e-01j), (1.180177256464958191e-01+2.984193265438079834e-01j), (-4.117130041122436523e-01-1.281979978084564209e-01j), (-9.319775551557540894e-02+2.016800642013549805e-01j), (-6.217105314135551453e-02+6.892838329076766968e-02j), (-1.854379326105117798e-01+6.185495108366012573e-02j), (-3.074653446674346924e-01+1.757366061210632324e-01j), (-8.159047365188598633e-02+1.010567136108875275e-02j), (-1.836862713098526001e-01-8.095611631870269775e-02j), (2.823267504572868347e-02-1.024075448513031006e-01j), (-5.945180654525756836e-01-2.928409576416015625e-01j), (-1.466608941555023193e-01-2.779795601963996887e-02j), (-3.142830431461334229e-01+3.513964712619781494e-01j), (8.700174093246459961e-02+1.899345517158508301e-01j), (-4.966956004500389099e-02+2.631705701351165771e-01j), (2.352363616228103638e-02+3.350438177585601807e-01j), (2.334209978580474854e-01+1.965422034263610840e-01j), (1.481434106826782227e-01+1.739579737186431885e-01j), (-1.784741282463073730e-01+2.970205843448638916e-01j), (4.461279511451721191e-01+1.371690630912780762e-01j), (5.224820226430892944e-03-2.420900575816631317e-02j), (2.403180114924907684e-02-1.295576691627502441e-01j), (2.568533420562744141e-01+1.962786316871643066e-01j), (-1.509950757026672363e-01-1.094821393489837646e-01j), (7.000000000000000000e+00+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (2.920000000000000000e+03+0.000000000000000000e+00j), (6.872653961181640625e-02+4.110123813152313232e-01j), (4.826681911945343018e-01+6.847559809684753418e-01j), (1.724829971790313721e-01+1.834030002355575562e-01j), (1.058933019638061523e+00+5.032908320426940918e-01j), (-6.983548998832702637e-01-2.429720461368560791e-01j), (1.041082143783569336e+00-6.841725707054138184e-01j), (4.879401326179504395e-01-1.486915796995162964e-01j), (3.692327737808227539e-01-5.165436863899230957e-01j), (8.354355096817016602e-01+7.440774440765380859e-01j), (-5.948931574821472168e-01-9.512550234794616699e-01j), (-1.338187158107757568e-01-5.084620714187622070e-01j), (-1.251909881830215454e-01-3.844132125377655029e-01j), (7.203385829925537109e-01+3.119344711303710938e-01j), (1.001886874437332153e-01+8.727625608444213867e-01j), (4.389355480670928955e-01+1.226980328559875488e+00j), (6.188511848449707031e-01+2.068347185850143433e-01j), (-1.301576495170593262e+00+8.992898464202880859e-01j), (3.587757647037506104e-01+6.533830761909484863e-01j), (-7.527588605880737305e-01+6.008061170578002930e-01j), (-1.410923060029745102e-02+7.521538138389587402e-01j), (-1.196560189127922058e-01-7.352620363235473633e-01j), (-9.782120585441589355e-01+6.251993775367736816e-01j), (-6.147082448005676270e-01-2.546820938587188721e-01j), (-2.195359468460083008e-01-5.954053401947021484e-01j), (8.000000000000000000e+00+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (2.920000000000000000e+03+0.000000000000000000e+00j), (-1.656307578086853027e-01+5.139539018273353577e-02j), (3.023461401462554932e-01-1.962412744760513306e-01j), (6.074489951133728027e-01+3.192580044269561768e-01j), (1.780798733234405518e-01-3.531601428985595703e-01j), (2.945888042449951172e-01-1.430915594100952148e-01j), (-1.238880082964897156e-01-2.739734649658203125e-01j), (-1.046399325132369995e-01-3.694815635681152344e-01j), (-1.549163311719894409e-01-1.942398250102996826e-01j), (-7.405354827642440796e-02-3.329344987869262695e-01j), (-3.885640203952789307e-01+3.075637109577655792e-02j), (-2.253761291503906250e-01+1.492296308279037476e-01j), (-3.155736327171325684e-01+1.991239041090011597e-01j), (3.271748423576354980e-01-1.323144137859344482e-01j), (3.359700739383697510e-01+1.950151175260543823e-01j), (5.099518895149230957e-01-2.627150714397430420e-01j), (1.821173131465911865e-01+2.742854654788970947e-01j), (2.727359235286712646e-01+8.740995079278945923e-02j), (1.566559821367263794e-01-7.899295451352372766e-05j), (3.418812751770019531e-01+5.849428772926330566e-01j), (5.650166422128677368e-02+1.199706085026264191e-02j), (2.164978086948394775e-01+3.808124065399169922e-01j), (6.502554565668106079e-02+2.508105337619781494e-01j), (-4.686556756496429443e-01+3.256644308567047119e-01j), (-1.265341639518737793e-01-4.623458534479141235e-02j), (9.000000000000000000e+00+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (2.920000000000000000e+03+0.000000000000000000e+00j), (-1.171667426824569702e-01-2.972825765609741211e-01j), (-3.176815807819366455e-01-5.561521649360656738e-01j), (-1.895850002765655518e-01-8.230909705162048340e-01j), (3.403947055339813232e-01-1.933380812406539917e-01j), (-5.572105646133422852e-01-5.406450852751731873e-02j), (1.394623219966888428e-01-3.863402009010314941e-01j), (-8.106272816658020020e-01+1.601480841636657715e-01j), (-3.588023036718368530e-02-5.834564566612243652e-01j), (1.092745643109083176e-02+6.092797592282295227e-02j), (-9.199545979499816895e-01-9.330063313245773315e-02j), (6.533283740282058716e-02+5.292198657989501953e-01j), (-8.149255067110061646e-02+6.423301696777343750e-01j), (4.606514871120452881e-01-1.144085600972175598e-01j), (-4.476869478821754456e-02-8.931697010993957520e-01j), (-4.547936618328094482e-01-5.935142561793327332e-02j), (5.328316092491149902e-01-6.115107536315917969e-01j), (-2.464953809976577759e-01+3.227395713329315186e-01j), (1.078870773315429688e+00-8.980276435613632202e-02j), (5.949810147285461426e-01+2.462226003408432007e-01j), (2.744900286197662354e-01+7.548659294843673706e-02j), (-2.481590397655963898e-02-6.611220836639404297e-01j), (2.444135257974267006e-03+6.684768795967102051e-01j), (-2.762286961078643799e-01+7.169942259788513184e-01j), (7.404571026563644409e-02+3.658246099948883057e-01j), (1.000000000000000000e+01+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (2.920000000000000000e+03+0.000000000000000000e+00j), (-5.479852557182312012e-01+2.394903898239135742e-01j), (1.140775606036186218e-01+5.639235377311706543e-01j), (1.472640037536621094e-02+4.630689918994903564e-01j), (6.241763755679130554e-02+2.640615105628967285e-01j), (6.375626921653747559e-01+5.679230093955993652e-01j), (6.500115990638732910e-01-1.033988520503044128e-01j), (-9.327048063278198242e-02+4.202304780483245850e-01j), (8.950962424278259277e-01-1.304315924644470215e-01j), (2.934047579765319824e-01-4.978485107421875000e-01j), (3.509465754032135010e-01-8.150484561920166016e-01j), (6.581023335456848145e-01+1.497726072557270527e-03j), (-3.056133985519409180e-01-7.851371169090270996e-01j), (8.670582175254821777e-01+9.445939064025878906e-01j), (8.141642808914184570e-02+2.952281832695007324e-01j), (-7.212504744529724121e-01+1.053445458412170410e+00j), (-2.427389025688171387e-01+5.291254520416259766e-01j), (-1.417408734560012817e-01+5.595743656158447266e-01j), (-6.941370964050292969e-01+3.375441730022430420e-01j), (-6.360133886337280273e-01+4.549439549446105957e-01j), (-6.689745783805847168e-01+1.273704320192337036e-01j), (-7.839384675025939941e-01-1.008203402161598206e-01j), (-7.696485519409179688e-02+7.957918196916580200e-02j), (-8.470594882965087891e-01-3.996801674365997314e-01j), (-4.595812559127807617e-01+4.790261760354042053e-02j), (1.100000000000000000e+01+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (2.920000000000000000e+03+0.000000000000000000e+00j), (7.057089358568191528e-02+5.786313414573669434e-01j), (-1.906911432743072510e-01+1.478773653507232666e-01j), (6.344490051269531250e-01+2.145809978246688843e-01j), (-5.355188623070716858e-02+5.382677167654037476e-02j), (5.608155131340026855e-01-6.051643192768096924e-02j), (4.134464561939239502e-01+2.566249072551727295e-01j), (2.880494594573974609e-01+8.760559558868408203e-02j), (1.589468270540237427e-01-7.469120621681213379e-02j), (-1.812632977962493896e-01-3.948436975479125977e-01j), (9.812063723802566528e-02-5.733133554458618164e-01j), (3.449487388134002686e-01-2.749239206314086914e-01j), (-2.532900273799896240e-01-4.560728743672370911e-02j), (4.756416976451873779e-01+1.954876184463500977e-01j), (4.258513078093528748e-02+2.734172642230987549e-01j), (1.232209429144859314e-01+1.324333101511001587e-01j), (2.923343777656555176e-01+7.982626557350158691e-01j), (2.488839179277420044e-01+1.384955942630767822e-01j), (-3.530637919902801514e-01+4.367034733295440674e-01j), (-4.188559018075466156e-03+2.379980236291885376e-01j), (-7.878998517990112305e-01+4.364312291145324707e-01j), (-1.656457185745239258e-01+2.150429934263229370e-01j), (-3.254878818988800049e-01-2.153303027153015137e-01j), (-2.162771522998809814e-01-7.700804620981216431e-02j), (-3.404238820075988770e-02-3.296204507350921631e-01j), (1.200000000000000000e+01+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (2.920000000000000000e+03+0.000000000000000000e+00j), (-7.022454142570495605e-01+6.533150672912597656e-01j), (-3.542457520961761475e-01+2.973519563674926758e-01j), (1.450940072536468506e-01+3.882640004158020020e-01j), (-6.037452071905136108e-02+6.106527447700500488e-01j), (-9.273871034383773804e-02+6.839352250099182129e-01j), (2.827465236186981201e-01-9.471467696130275726e-03j), (3.408547639846801758e-01+7.224596738815307617e-01j), (7.648816704750061035e-01-7.286646962165832520e-02j), (5.817928910255432129e-01+7.654342334717512131e-03j), (1.314799934625625610e-01+1.576214432716369629e-01j), (5.304484963417053223e-01-1.832996606826782227e-01j), (6.739951372146606445e-01-1.956296265125274658e-01j), (3.378270864486694336e-01+4.185048043727874756e-01j), (-2.102580517530441284e-01+1.069849133491516113e-01j), (-3.676291406154632568e-01+5.759490728378295898e-01j), (-3.193304240703582764e-01-2.155557125806808472e-01j), (-5.414356589317321777e-01+5.544295310974121094e-01j), (-5.512201786041259766e-01+3.921458125114440918e-02j), (3.333328664302825928e-01+5.489300563931465149e-02j), (-3.434633314609527588e-01-1.714341528713703156e-02j), (-5.256617069244384766e-01-7.523426413536071777e-01j), (-1.170536652207374573e-01-5.355395078659057617e-01j), (-4.748345911502838135e-01+2.457878887653350830e-01j), (5.724372267723083496e-01-3.196196258068084717e-01j), (1.300000000000000000e+01+0.000000000000000000e+00j)
