# Mach-Number upstream,Mach-Number downstream,temperature upstream,temperature downstream,f,Mic1 US,Mic2 US,Mic3 US,Mic1 Liner,Mic2 Liner,Mic3 Liner,Mic4 Liner,Mic5 Liner,Mic6 Liner,Mic7 Liner,Mic8 Liner,Mic9 Liner,Mic10 Liner,Mic1 DS,Mic2 DS,Mic3 DS,case
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.360000000000000000e+03+0.000000000000000000e+00j), (-2.595762610435485840e-01+2.351603507995605469e-01j), (-3.029670119285583496e-01+3.367803692817687988e-01j), (-1.375086456537246704e-01-3.397798538208007812e-01j), (-4.385518133640289307e-01+5.067202821373939514e-02j), (-8.668999373912811279e-02-4.548066258430480957e-01j), (4.458740055561065674e-01+4.369234293699264526e-02j), (-2.313592657446861267e-02+5.227066874504089355e-01j), (-4.801489412784576416e-01-1.167138591408729553e-01j), (1.853509247303009033e-01-5.643677115440368652e-01j), (4.572563171386718750e-01+1.876378357410430908e-01j), (-3.065384924411773682e-01+4.915860295295715332e-01j), (-4.834997653961181641e-01-2.785153090953826904e-01j), (3.989651501178741455e-01-4.148819148540496826e-01j), (4.111513495445251465e-01-2.910137474536895752e-01j), (1.299879401922225952e-01+5.707360506057739258e-01j), (1.426833719015121460e-01+5.206311941146850586e-01j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.370000000000000000e+03+0.000000000000000000e+00j), (-4.740864932537078857e-01+2.710137665271759033e-01j), (4.815218597650527954e-02-9.371457695960998535e-01j), (-4.371424615383148193e-01-1.777240633964538574e-01j), (7.647343873977661133e-01+1.218724548816680908e-01j), (7.384566068649291992e-01-2.422449141740798950e-01j), (-2.625438272953033447e-01-5.038757324218750000e-01j), (-7.711007595062255859e-01-4.421928226947784424e-01j), (-2.110957056283950806e-01+2.215101569890975952e-01j), (2.343422174453735352e-01+8.575476408004760742e-01j), (3.373407125473022461e-01+2.767130434513092041e-01j), (3.968724310398101807e-01-7.034803628921508789e-01j), (1.466408818960189819e-01-6.258608698844909668e-01j), (-5.844169259071350098e-01+1.590265184640884399e-01j), (3.482191264629364014e-01-1.298360973596572876e-01j), (-4.188260436058044434e-01-7.581124305725097656e-01j), (2.819308340549468994e-01+4.369100928306579590e-02j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.370000000000000000e+03+0.000000000000000000e+00j), (-1.822994947433471680e-01+2.954411804676055908e-01j), (-1.960400640964508057e-01+3.610896766185760498e-01j), (-2.156770974397659302e-01-2.857359647750854492e-01j), (-3.882941007614135742e-01+1.582418829202651978e-01j), (-1.566112935543060303e-01-4.072004854679107666e-01j), (4.277202785015106201e-01-5.961596965789794922e-02j), (5.613748356699943542e-02+4.752488136291503906e-01j), (-4.719651341438293457e-01-3.450977057218551636e-02j), (9.291976690292358398e-02-5.446025133132934570e-01j), (4.755233228206634521e-01+1.049376279115676880e-01j), (-2.063281983137130737e-01+4.872763752937316895e-01j), (-4.799058735370635986e-01-2.191404998302459717e-01j), (3.188664913177490234e-01-4.451068639755249023e-01j), (3.715572953224182129e-01-3.022989928722381592e-01j), (1.718656420707702637e-01+5.261445641517639160e-01j), (1.464172154664993286e-01+5.089690089225769043e-01j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.380000000000000000e+03+0.000000000000000000e+00j), (-4.727503955364227295e-01+5.076965093612670898e-01j), (-3.514914512634277344e-01-7.581855654716491699e-01j), (-5.293230414390563965e-01-1.492840200662612915e-01j), (6.033339500427246094e-01-1.244040578603744507e-01j), (5.676153302192687988e-01-6.320764422416687012e-01j), (-2.730370759963989258e-01-3.666060566902160645e-01j), (-8.717113733291625977e-01+3.769627958536148071e-02j), (-2.340114712715148926e-01+2.510568201541900635e-01j), (5.873402953147888184e-01+5.143412351608276367e-01j), (5.381366014480590820e-01+1.741041541099548340e-01j), (-1.974861882627010345e-02-6.640219092369079590e-01j), (-2.535372674465179443e-01-6.887412071228027344e-01j), (-3.600319325923919678e-01+2.883132696151733398e-01j), (3.271113932132720947e-01-3.127467930316925049e-01j), (-6.874170303344726562e-01-3.613141179084777832e-01j), (2.893516123294830322e-01-1.293437369167804718e-02j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.380000000000000000e+03+0.000000000000000000e+00j), (-6.545373201370239258e-01+8.897342486307024956e-04j), (3.039008080959320068e-01-7.533167004585266113e-01j), (-2.389489412307739258e-01-4.604202210903167725e-01j), (4.888920485973358154e-01+3.318287730216979980e-01j), (8.113925457000732422e-01-2.604115009307861328e-02j), (6.009854748845100403e-02-4.335345327854156494e-01j), (-5.975115895271301270e-01-5.854741930961608887e-01j), (-3.270414769649505615e-01+1.222330983728170395e-02j), (3.870652243494987488e-02+7.568460702896118164e-01j), (2.362642288208007812e-01+4.803205132484436035e-01j), (4.529785215854644775e-01-4.577523469924926758e-01j), (3.145614266395568848e-01-6.234860420227050781e-01j), (-4.335455596446990967e-01-4.287318140268325806e-02j), (4.312079846858978271e-01+5.053946748375892639e-03j), (-2.139762639999389648e-01-7.224902510643005371e-01j), (2.032107859849929810e-01+1.808324307203292847e-01j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.380000000000000000e+03+0.000000000000000000e+00j), (8.692193031311035156e-01+4.274284094572067261e-02j), (1.019322037696838379e+00+9.147474169731140137e-02j), (-4.292395710945129395e-01+7.654557228088378906e-01j), (6.556388139724731445e-01+7.831854820251464844e-01j), (-8.452375531196594238e-01+7.061594128608703613e-01j), (-4.534377753734588623e-01-9.469994306564331055e-01j), (1.112582564353942871e+00-4.830009937286376953e-01j), (2.512132227420806885e-01+1.143533587455749512e+00j), (-1.368692755699157715e+00+1.484824120998382568e-01j), (-1.842643693089485168e-02-1.187875151634216309e+00j), (1.304410576820373535e+00+2.227822840213775635e-01j), (-2.767536044120788574e-01+1.271999001502990723e+00j), (-1.229848861694335938e+00-5.925939679145812988e-01j), (-8.555482029914855957e-01-8.148216009140014648e-01j), (1.251242756843566895e+00-5.719957947731018066e-01j), (1.252252101898193359e+00-4.099238812923431396e-01j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.390000000000000000e+03+0.000000000000000000e+00j), (-3.302278816699981689e-01+6.354950070381164551e-01j), (-4.079557359218597412e-01-5.105404853820800781e-01j), (-6.008424758911132812e-01-6.098854541778564453e-02j), (4.662532210350036621e-01-1.239831820130348206e-01j), (2.842851579189300537e-01-7.290573716163635254e-01j), (-2.416874766349792480e-01-3.537810444831848145e-01j), (-6.855942010879516602e-01+2.870825827121734619e-01j), (-2.607355713844299316e-01+3.520090281963348389e-01j), (5.678222179412841797e-01+2.294175326824188232e-01j), (6.043505072593688965e-01-2.973426831886172295e-03j), (-1.352731436491012573e-01-4.768877327442169189e-01j), (-4.753793179988861084e-01-5.370635390281677246e-01j), (-2.387531101703643799e-01+2.301594465970993042e-01j), (2.261032164096832275e-01-4.421906471252441406e-01j), (-6.270414590835571289e-01-7.619144022464752197e-02j), (3.003812134265899658e-01-5.382051318883895874e-02j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.390000000000000000e+03+0.000000000000000000e+00j), (-6.841800212860107422e-01+2.653630375862121582e-01j), (3.450342267751693726e-02-6.728632450103759766e-01j), (-4.245212376117706299e-01-4.564956724643707275e-01j), (4.481970667839050293e-01+2.128653079271316528e-01j), (7.170862555503845215e-01-3.749327361583709717e-01j), (4.713168367743492126e-02-4.397327899932861328e-01j), (-7.338616251945495605e-01-2.353922724723815918e-01j), (-4.393823146820068359e-01+8.517047762870788574e-02j), (2.903414070606231689e-01+5.580798387527465820e-01j), (4.775464832782745361e-01+4.033553302288055420e-01j), (2.111167460680007935e-01-4.712442755699157715e-01j), (-1.341393496841192245e-02-7.435420751571655273e-01j), (-3.428590893745422363e-01+2.256231009960174561e-02j), (4.675514101982116699e-01-2.007622569799423218e-01j), (-4.395775794982910156e-01-4.950246214866638184e-01j), (2.683487832546234131e-01+1.495340168476104736e-01j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.390000000000000000e+03+0.000000000000000000e+00j), (7.236308455467224121e-01-3.900378048419952393e-01j), (8.706924319267272949e-01-4.326506555080413818e-01j), (-2.560629695653915405e-02+8.513147234916687012e-01j), (9.285334348678588867e-01+3.425602316856384277e-01j), (-4.028303325176239014e-01+9.298039674758911133e-01j), (-8.166924715042114258e-01-6.376457214355468750e-01j), (7.157806754112243652e-01-8.520191907882690430e-01j), (6.793938279151916504e-01+9.361917376518249512e-01j), (-1.083656907081604004e+00+6.749328374862670898e-01j), (-4.359657168388366699e-01-1.049558877944946289e+00j), (1.214082360267639160e+00-3.255854547023773193e-01j), (1.649750322103500366e-01+1.194025874137878418e+00j), (-1.336868047714233398e+00-7.250630110502243042e-02j), (-1.028358697891235352e+00-5.204421281814575195e-01j), (9.120001792907714844e-01-9.017953872680664062e-01j), (1.082867622375488281e+00-7.254212498664855957e-01j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.390000000000000000e+03+0.000000000000000000e+00j), (1.769629120826721191e-01+2.765998542308807373e-01j), (2.092854082584381104e-01+3.324213922023773193e-01j), (-3.418308496475219727e-01+2.729959599673748016e-02j), (-9.573982656002044678e-02+3.871423304080963135e-01j), (-3.911206126213073730e-01-1.206522956490516663e-01j), (2.173643410205841064e-01-3.589499294757843018e-01j), (3.792890310287475586e-01+2.424009591341018677e-01j), (-3.312585055828094482e-01+3.113976120948791504e-01j), (-3.342987895011901855e-01-4.082433879375457764e-01j), (3.955700397491455078e-01-2.282305359840393066e-01j), (2.005766332149505615e-01+4.666092693805694580e-01j), (-4.676452279090881348e-01+1.382679343223571777e-01j), (-4.966581612825393677e-02-5.347433090209960938e-01j), (1.459811031818389893e-01-4.422551691532135010e-01j), (4.082759022712707520e-01+3.015540242195129395e-01j), (3.634390830993652344e-01+3.783148825168609619e-01j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.400000000000000000e+03+0.000000000000000000e+00j), (-1.304344981908798218e-01+6.107094883918762207e-01j), (-3.001902699470520020e-01-3.434928655624389648e-01j), (-5.726719498634338379e-01+6.677739322185516357e-02j), (4.043320119380950928e-01-1.836331561207771301e-02j), (1.394317895174026489e-01-5.970923900604248047e-01j), (-2.022245973348617554e-01-3.803685009479522705e-01j), (-4.750377237796783447e-01+2.677185237407684326e-01j), (-2.432550936937332153e-01+3.877413868904113770e-01j), (3.832359313964843750e-01+1.229624301195144653e-01j), (5.470338463783264160e-01-1.056141778826713562e-01j), (-7.136844098567962646e-02-3.340086638927459717e-01j), (-4.951150119304656982e-01-3.563643693923950195e-01j), (-2.375326156616210938e-01+1.349234431982040405e-01j), (1.318755596876144409e-01-4.357096552848815918e-01j), (-4.485532939434051514e-01+1.869734958745539188e-03j), (2.935966849327087402e-01-6.504270434379577637e-02j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.400000000000000000e+03+0.000000000000000000e+00j), (-5.270348191261291504e-01+6.468044519424438477e-01j), (-1.610876917839050293e-01-5.857096314430236816e-01j), (-7.198653221130371094e-01-2.662961781024932861e-01j), (4.938001930713653564e-01+2.159212380647659302e-01j), (5.241206884384155273e-01-6.306797266006469727e-01j), (-1.416914258152246475e-02-5.678399801254272461e-01j), (-7.226372957229614258e-01+4.441595822572708130e-02j), (-4.974404275417327881e-01+3.103286921977996826e-01j), (4.113505184650421143e-01+3.794139027595520020e-01j), (7.247931361198425293e-01+1.975757032632827759e-01j), (1.129354387521743774e-01-4.373866915702819824e-01j), (-3.802481293678283691e-01-7.098769545555114746e-01j), (-3.577658236026763916e-01+3.681419417262077332e-02j), (4.167056381702423096e-01-4.666636288166046143e-01j), (-5.448632836341857910e-01-2.577567994594573975e-01j), (3.896323740482330322e-01+8.332031220197677612e-02j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.400000000000000000e+03+0.000000000000000000e+00j), (3.054142296314239502e-01+1.626884192228317261e-01j), (3.399403393268585205e-01+1.245882734656333923e-01j), (-3.264875113964080811e-01+2.004628181457519531e-01j), (8.987957239151000977e-02+4.026608169078826904e-01j), (-3.877036571502685547e-01-1.727949827909469604e-02j), (7.552334666252136230e-02-4.492231607437133789e-01j), (3.928450942039489746e-01+1.213603317737579346e-01j), (-2.405630350112915039e-01+4.284014403820037842e-01j), (-4.155290722846984863e-01-2.789982855319976807e-01j), (3.671898245811462402e-01-3.191102147102355957e-01j), (3.197238445281982422e-01+3.749930262565612793e-01j), (-4.531137049198150635e-01+2.077467292547225952e-01j), (-1.994766145944595337e-01-5.101878643035888672e-01j), (8.205262571573257446e-02-4.957328736782073975e-01j), (4.182849526405334473e-01+2.144594788551330566e-01j), (4.333312511444091797e-01+3.338981270790100098e-01j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.410000000000000000e+03+0.000000000000000000e+00j), (6.016714032739400864e-03+5.460654497146606445e-01j), (-2.683491706848144531e-01-3.369267284870147705e-01j), (-5.417999625205993652e-01+2.346327453851699829e-01j), (4.568912982940673828e-01-8.595738559961318970e-02j), (-6.048877909779548645e-02-5.188127160072326660e-01j), (-3.595500588417053223e-01-3.610404729843139648e-01j), (-3.148485124111175537e-01+3.175705075263977051e-01j), (-5.598780885338783264e-02+4.985836148262023926e-01j), (3.252370953559875488e-01+4.362863302230834961e-02j), (4.599922597408294678e-01-3.399419784545898438e-01j), (-7.597021758556365967e-02-3.184716701507568359e-01j), (-5.575896501541137695e-01-1.022290065884590149e-01j), (-2.645809948444366455e-01+1.863091289997100830e-01j), (-9.910179674625396729e-02-4.872791171073913574e-01j), (-3.776916265487670898e-01+1.128359511494636536e-01j), (2.914788722991943359e-01-2.062048763036727905e-01j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.410000000000000000e+03+0.000000000000000000e+00j), (1.280507892370223999e-01-8.521674275398254395e-01j), (3.371534496545791626e-02-8.137269020080566406e-01j), (7.647696733474731445e-01+6.066090464591979980e-01j), (7.773296833038330078e-01-5.498355627059936523e-01j), (2.170065641403198242e-01+9.424883127212524414e-01j), (-1.065151333808898926e+00+2.324751168489456177e-01j), (6.383451819419860840e-02-9.798695445060729980e-01j), (1.213858246803283691e+00+2.373172789812088013e-01j), (-3.819724917411804199e-01+1.050926923751831055e+00j), (-1.058653593063354492e+00-6.637277603149414062e-01j), (6.473758816719055176e-01-8.975709080696105957e-01j), (7.677966952323913574e-01+1.012225747108459473e+00j), (-1.015537381172180176e+00+7.085854411125183105e-01j), (-1.242050886154174805e+00+5.646127089858055115e-02j), (4.221588075160980225e-01-1.029089450836181641e+00j), (6.435063481330871582e-01-1.113514184951782227e+00j), (1.000000000000000000e+00+0.000000000000000000e+00j)
