# Mach-Number upstream,Mach-Number downstream,temperature upstream,temperature downstream,f,Mic1 US,Mic2 US,Mic3 US,Mic1 Liner,Mic2 Liner,Mic3 Liner,Mic4 Liner,Mic5 Liner,Mic6 Liner,Mic7 Liner,Mic8 Liner,Mic9 Liner,Mic10 Liner,Mic1 DS,Mic2 DS,Mic3 DS,case
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (5.100000000000000000e+02+0.000000000000000000e+00j), (1.365852804156020284e-04+3.671925747767090797e-03j), (1.033746171742677689e-02+1.051800325512886047e-03j), (-2.701841294765472412e-03+1.428313902579247952e-03j), (2.433961722999811172e-03-2.797406399622559547e-03j), (1.926142722368240356e-03-1.024205610156059265e-02j), (1.141190342605113983e-02-5.573239643126726151e-03j), (2.360022626817226410e-02+4.022287670522928238e-03j), (2.734312228858470917e-02+3.720653429627418518e-02j), (-3.758813440799713135e-02+1.020844280719757080e-01j), (-2.047008723020553589e-01+9.395486116409301758e-02j), (-3.937950432300567627e-01-1.919180303812026978e-01j), (-2.328843772411346436e-01-8.862677216529846191e-01j), (9.615783095359802246e-01-1.552284479141235352e+00j), (1.352438211441040039e+00+2.268288612365722656e+00j), (-5.060854554176330566e-01+1.925000548362731934e+00j), (-1.250263214111328125e+00-2.845559597015380859e+00j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (5.200000000000000000e+02+0.000000000000000000e+00j), (-1.197598218917846680e+00+1.803171277046203613e+00j), (1.402185559272766113e+00-1.681323046796023846e-03j), (2.068486690521240234e+00-3.944021165370941162e-01j), (9.918725490570068359e-01-6.441039443016052246e-01j), (3.002989888191223145e-01-7.453218102455139160e-01j), (-1.157728657126426697e-01-5.964364409446716309e-01j), (-3.245419263839721680e-01-3.479695022106170654e-01j), (-3.111955821514129639e-01-2.905764430761337280e-02j), (-2.316228151321411133e-01+5.081994831562042236e-02j), (-1.422454863786697388e-01+1.676905602216720581e-01j), (-2.488393709063529968e-02+1.575821042060852051e-01j), (6.613795459270477295e-02+7.352820783853530884e-02j), (1.543378680944442749e-01+3.923481795936822891e-03j), (1.228689868003129959e-02-6.861802190542221069e-02j), (-7.051909714937210083e-02-1.009001135826110840e-01j), (-8.989616483449935913e-02-5.301396176218986511e-02j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (5.200000000000000000e+02+0.000000000000000000e+00j), (3.186334609985351562e+00+3.169950842857360840e-01j), (-9.633461236953735352e-01-1.813434839248657227e+00j), (-1.977122902870178223e+00-2.448159217834472656e+00j), (-1.554525494575500488e+00-8.601865172386169434e-01j), (-1.193003177642822266e+00+1.268752664327621460e-01j), (-6.984218955039978027e-01+5.556455254554748535e-01j), (-2.308349311351776123e-01+6.681201457977294922e-01j), (1.103198602795600891e-01+4.122025370597839355e-01j), (2.641375660896301270e-01+2.973298132419586182e-01j), (3.112065792083740234e-01+6.727256625890731812e-02j), (2.251754552125930786e-01-6.406074762344360352e-02j), (5.718684941530227661e-02-1.568265706300735474e-01j), (-1.114581301808357239e-01-2.047145515680313110e-01j), (-8.045697957277297974e-02+5.240284278988838196e-02j), (-6.668230146169662476e-02+1.601857244968414307e-01j), (3.494581673294305801e-03+1.501806825399398804e-01j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (5.200000000000000000e+02+0.000000000000000000e+00j), (1.987772993743419647e-02+1.052643451839685440e-02j), (5.398560097091831267e-05-1.549862138926982880e-02j), (-6.287748925387859344e-03-2.675706148147583008e-02j), (3.352004801854491234e-03-5.958898924291133881e-03j), (4.396363801788538694e-04+1.106621511280536652e-02j), (-1.023009978234767914e-02+2.727104723453521729e-02j), (-4.913341626524925232e-02+2.706650830805301666e-02j), (-9.244619309902191162e-02-4.156051203608512878e-02j), (-9.982069581747055054e-02-2.188846319913864136e-01j), (1.753521263599395752e-01-3.780040740966796875e-01j), (8.292980790138244629e-01-2.573118507862091064e-01j), (1.620010256767272949e+00+8.593158125877380371e-01j), (1.181605696678161621e+00+3.563194274902343750e+00j), (-5.125862121582031250e+00-8.562620282173156738e-01j), (-2.058871030807495117e+00-3.372020483016967773e+00j), (5.980579376220703125e+00+1.995417952537536621e+00j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (5.200000000000000000e+02+0.000000000000000000e+00j), (7.901933044195175171e-03-2.230248879641294479e-03j), (-6.171907763928174973e-03-7.069053594022989273e-03j), (-9.304146282374858856e-03+2.526832744479179382e-03j), (-4.515330772846937180e-03+2.081865444779396057e-03j), (-2.352585725020617247e-04-2.384009072557091713e-03j), (4.913835320621728897e-03-6.703694351017475128e-03j), (1.674892380833625793e-02+5.407469347119331360e-03j), (2.827086485922336578e-02+4.652639478445053101e-02j), (3.895804286003112793e-03+9.551566094160079956e-02j), (-1.544598340988159180e-01+1.207640394568443298e-01j), (-3.811007440090179443e-01-7.419979572296142578e-02j), (-4.685056507587432861e-01-6.927852630615234375e-01j), (2.827252447605133057e-01-1.679083108901977539e+00j), (1.880004048347473145e+00+1.407595515251159668e+00j), (1.043319851160049438e-01+1.759132385253906250e+00j), (-1.987937808036804199e+00-2.050354957580566406e+00j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (5.300000000000000000e+02+0.000000000000000000e+00j), (5.267583131790161133e-01+2.329563140869140625e+00j), (9.670132398605346680e-01-9.660408496856689453e-01j), (1.181540012359619141e+00-1.885267019271850586e+00j), (2.951751351356506348e-01-1.302177309989929199e+00j), (-3.080362975597381592e-01-8.259664773941040039e-01j), (-5.135573148727416992e-01-3.946337401866912842e-01j), (-4.936400353908538818e-01-4.486916214227676392e-02j), (-2.900104820728302002e-01+1.283425092697143555e-01j), (-1.313947439193725586e-01+2.042820751667022705e-01j), (-7.715379819273948669e-03+2.213191986083984375e-01j), (7.195386290550231934e-02+1.322023570537567139e-01j), (9.033992141485214233e-02+1.187524013221263885e-02j), (1.012816652655601501e-01-1.064935699105262756e-01j), (-1.073800399899482727e-02-5.108739063143730164e-02j), (-1.096965372562408447e-01-1.020719762891530991e-02j), (-1.055120974779129028e-01+2.608210407197475433e-02j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (5.300000000000000000e+02+0.000000000000000000e+00j), (3.165519714355468750e+00+1.986756771802902222e-01j), (-8.649268150329589844e-01-1.575374484062194824e+00j), (-1.981138110160827637e+00-2.192013263702392578e+00j), (-1.565661311149597168e+00-8.435680270195007324e-01j), (-1.170152068138122559e+00+9.641878306865692139e-02j), (-7.003708481788635254e-01+5.074069499969482422e-01j), (-2.410008609294891357e-01+6.214412450790405273e-01j), (7.326036691665649414e-02+3.917935490608215332e-01j), (2.175634950399398804e-01+2.867988348007202148e-01j), (2.710793316364288330e-01+8.955038338899612427e-02j), (2.023255676031112671e-01-4.078315943479537964e-02j), (4.756746068596839905e-02-1.123975887894630432e-01j), (-9.956555813550949097e-02-1.760320961475372314e-01j), (-5.534759908914566040e-02-3.191497875377535820e-03j), (-3.066768310964107513e-02+1.372347176074981689e-01j), (-2.235749736428260803e-02+1.553506702184677124e-01j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (5.300000000000000000e+02+0.000000000000000000e+00j), (1.757429540157318115e-02+5.434527061879634857e-03j), (-9.746986441314220428e-03-8.220659568905830383e-03j), (-1.963927783071994781e-02-1.776835694909095764e-02j), (-5.990712437778711319e-03+5.077600479125976562e-03j), (-4.700826015323400497e-03+9.438069537281990051e-03j), (-1.370499003678560257e-02+2.739983797073364258e-02j), (-4.281571134924888611e-02+2.535495348274707794e-02j), (-7.721283286809921265e-02-3.459601104259490967e-02j), (-9.911881387233734131e-02-2.039591968059539795e-01j), (1.352322995662689209e-01-3.995711207389831543e-01j), (7.675267457962036133e-01-4.373067915439605713e-01j), (1.835485935211181641e+00+4.096359908580780029e-01j), (2.315677642822265625e+00+3.077521800994873047e+00j), (-4.985630989074707031e+00+8.038234710693359375e-01j), (-2.760918378829956055e+00-2.701845169067382812e+00j), (6.271599292755126953e+00+1.536896973848342896e-01j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (5.300000000000000000e+02+0.000000000000000000e+00j), (3.496317425742745399e-03-2.226823708042502403e-03j), (-1.469261915190145373e-04+2.160216215997934341e-03j), (-5.568147636950016022e-03+4.800150636583566666e-03j), (-5.090998485684394836e-03-4.775949753820896149e-03j), (1.787356333807110786e-03-7.593340240418910980e-03j), (8.851482532918453217e-03-1.450681244023144245e-03j), (2.213937602937221527e-02-2.195804147049784660e-03j), (4.699828103184700012e-02+3.057138621807098389e-02j), (1.332992035895586014e-02+8.917853236198425293e-02j), (-1.187618896365165710e-01+1.291671842336654663e-01j), (-3.616379797458648682e-01+1.947942376136779785e-02j), (-5.986459255218505859e-01-4.717982113361358643e-01j), (-3.135839998722076416e-01-1.536545038223266602e+00j), (1.962062001228332520e+00+5.672266483306884766e-01j), (5.297864675521850586e-01+1.468087911605834961e+00j), (-2.267269134521484375e+00-1.116311073303222656e+00j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (5.400000000000000000e+02+0.000000000000000000e+00j), (2.199486494064331055e-01+1.694722175598144531e+00j), (6.795294284820556641e-01-5.137938261032104492e-01j), (9.164743423461914062e-01-1.211343646049499512e+00j), (3.363277018070220947e-01-9.371749162673950195e-01j), (-1.352847665548324585e-01-6.331124305725097656e-01j), (-3.097020685672760010e-01-3.518888950347900391e-01j), (-3.409288823604583740e-01-9.620552510023117065e-02j), (-2.138963192701339722e-01+6.255044043064117432e-02j), (-1.334029883146286011e-01+1.330127269029617310e-01j), (-4.184304922819137573e-02+1.489560753107070923e-01j), (2.760350890457630157e-02+9.366316348314285278e-02j), (3.511676564812660217e-02+1.912821456789970398e-02j), (7.112904638051986694e-02-6.427295506000518799e-02j), (1.793435215950012207e-02-1.223867014050483704e-02j), (-6.710419803857803345e-02+4.844242648687213659e-04j), (-1.092685684561729431e-01-5.303389858454465866e-03j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (5.400000000000000000e+02+0.000000000000000000e+00j), (3.034626722335815430e+00-1.929693698883056641e+00j), (-1.571730494499206543e+00-8.440570235252380371e-01j), (-3.166419744491577148e+00-6.490811705589294434e-01j), (-2.095658302307128906e+00+2.123241424560546875e-01j), (-1.092402458190917969e+00+8.214923739433288574e-01j), (-3.889935612678527832e-01+9.056502580642700195e-01j), (1.134952157735824585e-01+7.348242402076721191e-01j), (2.901810705661773682e-01+3.760568201541900635e-01j), (3.753665685653686523e-01+1.450103372335433960e-01j), (3.068252503871917725e-01-5.070221424102783203e-02j), (1.640450060367584229e-01-1.351414322853088379e-01j), (-1.311624515801668167e-02-1.000375971198081970e-01j), (-1.790687590837478638e-01-7.610561698675155640e-02j), (-8.769299834966659546e-02-1.171955186873674393e-02j), (3.359888121485710144e-02+1.096979752182960510e-01j), (7.564260810613632202e-02+1.784936338663101196e-01j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (5.400000000000000000e+02+0.000000000000000000e+00j), (8.716580457985401154e-03-8.913365192711353302e-03j), (-1.054722163826227188e-02-9.635359048843383789e-03j), (-2.140970341861248016e-02-5.292830988764762878e-03j), (-2.244443312520161271e-04+7.397572044283151627e-03j), (3.209682763554155827e-04+1.683505065739154816e-02j), (-7.920195348560810089e-03+2.638137899339199066e-02j), (-4.436795413494110107e-02+2.734666503965854645e-02j), (-1.079003065824508667e-01-1.759226247668266296e-02j), (-1.500903218984603882e-01-1.695106625556945801e-01j), (2.442474849522113800e-02-4.659148454666137695e-01j), (6.627047061920166016e-01-7.358409166336059570e-01j), (2.056005001068115234e+00-3.219070732593536377e-01j), (3.702823400497436523e+00+2.039629459381103516e+00j), (-4.387304306030273438e+00+2.801934719085693359e+00j), (-3.665576457977294922e+00-1.777224302291870117e+00j), (6.128200054168701172e+00-2.317071676254272461e+00j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (5.400000000000000000e+02+0.000000000000000000e+00j), (1.564031117595732212e-03-7.358678150922060013e-03j), (-9.061595425009727478e-03-5.797679841634817421e-05j), (-8.641030639410018921e-03+6.246693432331085205e-03j), (3.667944401968270540e-04+1.869942178018391132e-03j), (1.634598826058208942e-03-2.454149362165480852e-04j), (6.037563085556030273e-03-1.144396606832742691e-03j), (1.302002463489770889e-02+1.789516303688287735e-03j), (2.227267995476722717e-02+2.051945775747299194e-02j), (1.514316536486148834e-02+4.955198988318443298e-02j), (-6.282211840152740479e-02+9.352409839630126953e-02j), (-2.206488400697708130e-01+6.747192889451980591e-02j), (-4.536485075950622559e-01-1.793330460786819458e-01j), (-5.070856809616088867e-01-8.446989655494689941e-01j), (1.926567196846008301e+00-8.169078826904296875e-02j), (8.190712928771972656e-01+1.252549290657043457e+00j), (-2.378704547882080078e+00-3.732996284961700439e-01j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (5.500000000000000000e+02+0.000000000000000000e+00j), (1.669654369354248047e+00+3.351124286651611328e+00j), (1.030712008476257324e+00-1.309625625610351562e+00j), (9.743660092353820801e-01-3.084110021591186523e+00j), (7.067292183637619019e-02-2.281192541122436523e+00j), (-6.820651888847351074e-01-1.295448064804077148e+00j), (-8.741631507873535156e-01-5.826246738433837891e-01j), (-7.793340682983398438e-01-2.533585019409656525e-02j), (-4.464482367038726807e-01+2.232912927865982056e-01j), (-2.203852981328964233e-01+3.281182944774627686e-01j), (-2.189926803112030029e-02+3.125849366188049316e-01j), (7.973674684762954712e-02+1.899169981479644775e-01j), (8.435019850730895996e-02+2.820627018809318542e-02j), (6.852556765079498291e-02-1.420114487409591675e-01j), (5.513098090887069702e-02-1.046361550688743591e-01j), (-6.713717430830001831e-02+2.629541978240013123e-02j), (-2.146055400371551514e-01+5.489161610603332520e-02j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (5.500000000000000000e+02+0.000000000000000000e+00j), (8.823337033390998840e-03-2.781590213999152184e-03j), (5.339344497770071030e-04-1.358627621084451675e-02j), (-1.474649552255868912e-02-9.857755154371261597e-03j), (-3.519250079989433289e-03+4.377306904643774033e-04j), (3.902070689946413040e-03+1.264960598200559616e-02j), (-4.564478062093257904e-03+2.513005584478378296e-02j), (-4.339037463068962097e-02+3.428013995289802551e-02j), (-1.304484307765960693e-01+2.841033739969134331e-03j), (-2.141077965497970581e-01-1.629057377576828003e-01j), (-1.045749112963676453e-01-4.965048432350158691e-01j), (4.433504343032836914e-01-9.463328123092651367e-01j), (1.909114480018615723e+00-1.053368806838989258e+00j), (4.353542804718017578e+00+5.003290176391601562e-01j), (-2.969927549362182617e+00+4.107741832733154297e+00j), (-4.074860095977783203e+00-6.185294985771179199e-01j), (4.847154140472412109e+00-4.213915348052978516e+00j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (5.500000000000000000e+02+0.000000000000000000e+00j), (-2.718274947255849838e-03-6.446111947298049927e-03j), (-4.403895232826471329e-03+3.777722595259547234e-03j), (-7.845876738429069519e-03+8.594734594225883484e-03j), (-1.862003584392368793e-03+3.967332653701305389e-03j), (-6.012945901602506638e-03-4.581502638757228851e-03j), (1.279821153730154037e-02-3.340760013088583946e-03j), (2.431751415133476257e-02-8.934749290347099304e-03j), (2.822592295706272125e-02+1.398599799722433090e-02j), (4.759881645441055298e-02+8.881966769695281982e-02j), (-4.253312200307846069e-02+1.663376539945602417e-01j), (-2.863208651542663574e-01+2.360293418169021606e-01j), (-7.510826587677001953e-01+3.130362182855606079e-02j), (-1.264722228050231934e+00-8.024955391883850098e-01j), (1.500439524650573730e+00-7.698588371276855469e-01j), (1.133663058280944824e+00+8.246510624885559082e-01j), (-2.074330329895019531e+00+5.321236252784729004e-01j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (5.600000000000000000e+02+0.000000000000000000e+00j), (1.289983391761779785e+00+1.994348883628845215e+00j), (5.810950994491577148e-01-7.276334762573242188e-01j), (3.923246562480926514e-01-1.959194898605346680e+00j), (-7.416404783725738525e-02-1.536849856376647949e+00j), (-5.031284689903259277e-01-8.526778221130371094e-01j), (-5.970191359519958496e-01-3.753065168857574463e-01j), (-5.100064873695373535e-01-1.259288936853408813e-02j), (-3.045323491096496582e-01+1.343508064746856689e-01j), (-1.127065718173980713e-01+2.116362750530242920e-01j), (-1.996111869812011719e-02+1.948157250881195068e-01j), (4.479293525218963623e-02+1.287325024604797363e-01j), (4.206376150250434875e-02+4.086984321475028992e-02j), (1.911438815295696259e-02-6.397972255945205688e-02j), (3.270911797881126404e-02-9.875492006540298462e-02j), (-1.707312092185020447e-02-1.436686143279075623e-02j), (-1.338636726140975952e-01+7.829181104898452759e-02j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (5.600000000000000000e+02+0.000000000000000000e+00j), (9.287399649620056152e-01-2.055476427078247070e+00j), (-8.777949213981628418e-01-9.287673979997634888e-02j), (-1.764470100402832031e+00+7.079749703407287598e-01j), (-1.186885237693786621e+00+8.828567266464233398e-01j), (-4.192273616790771484e-01+8.491825461387634277e-01j), (7.252382580190896988e-03+6.847411990165710449e-01j), (2.619940340518951416e-01+4.211055636405944824e-01j), (2.816701829433441162e-01+1.835752874612808228e-01j), (2.395973950624465942e-01-1.050606742501258850e-02j), (1.820960491895675659e-01-8.526292443275451660e-02j), (8.241254091262817383e-02-1.064275205135345459e-01j), (1.279386505484580994e-02-3.927751630544662476e-02j), (-7.469204068183898926e-02+2.640300244092941284e-02j), (-1.019606590270996094e-01+1.292057684622704983e-03j), (2.290063165128231049e-02+9.532144758850336075e-04j), (1.311824619770050049e-01+9.085901081562042236e-02j), (1.000000000000000000e+00+0.000000000000000000e+00j)
