# Mach-Number Intake,Mach-Number Outlet,temperature Intake,temperature Outlet,f,Mic1,Mic2,Mic3,Mic4,Mic5,Mic6,case
 (1.724393218755722046e-01+0.000000000000000000e+00j), (5.661272630095481873e-02+0.000000000000000000e+00j), (2.999686279296875000e+02+0.000000000000000000e+00j), (3.541390075683593750e+02+0.000000000000000000e+00j), (4.000000000000000000e+02+0.000000000000000000e+00j), (2.117640338838100433e-02-5.941488780081272125e-03j), (2.087846584618091583e-02-1.549756433814764023e-02j), (-1.683175191283226013e-02-9.885568171739578247e-03j), (7.820702157914638519e-03-3.433516994118690491e-02j), (2.878358401358127594e-02-3.759530559182167053e-02j), (5.779855325818061829e-02+5.043256562203168869e-03j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.724393218755722046e-01+0.000000000000000000e+00j), (5.661272630095481873e-02+0.000000000000000000e+00j), (2.999686279296875000e+02+0.000000000000000000e+00j), (3.541390075683593750e+02+0.000000000000000000e+00j), (4.000000000000000000e+02+0.000000000000000000e+00j), (2.746387384831905365e-02-8.427186869084835052e-03j), (2.658672258257865906e-02-2.085570991039276123e-02j), (-2.213483862578868866e-02-1.234655175358057022e-02j), (7.429989520460367203e-03-4.487020149827003479e-02j), (3.440207615494728088e-02-4.739211872220039368e-02j), (7.206538319587707520e-02+3.038482507690787315e-03j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.721621751785278320e-01+0.000000000000000000e+00j), (5.620263516902923584e-02+0.000000000000000000e+00j), (2.999440002441406250e+02+0.000000000000000000e+00j), (3.541094665527343750e+02+0.000000000000000000e+00j), (4.100000000000000000e+02+0.000000000000000000e+00j), (-4.520411789417266846e-02-2.531592547893524170e-02j), (-4.086657986044883728e-02-2.701994962990283966e-02j), (4.223120957612991333e-02-8.965549059212207794e-03j), (-6.804199889302253723e-03+2.031962014734745026e-02j), (3.484687476884573698e-04+2.712266147136688232e-02j), (1.950219273567199707e-02+2.067647874355316162e-02j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.721621751785278320e-01+0.000000000000000000e+00j), (5.620263516902923584e-02+0.000000000000000000e+00j), (2.999440002441406250e+02+0.000000000000000000e+00j), (3.541094665527343750e+02+0.000000000000000000e+00j), (4.100000000000000000e+02+0.000000000000000000e+00j), (5.031591281294822693e-02+2.879674918949604034e-02j), (4.535741358995437622e-02+3.035894967615604401e-02j), (-4.848439618945121765e-02+9.124342352151870728e-03j), (7.579594850540161133e-03-2.160884253680706024e-02j), (-3.648968704510480165e-04-3.026271797716617584e-02j), (-2.140327356755733490e-02-2.249917201697826385e-02j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.721621751785278320e-01+0.000000000000000000e+00j), (5.620263516902923584e-02+0.000000000000000000e+00j), (2.999440002441406250e+02+0.000000000000000000e+00j), (3.541094665527343750e+02+0.000000000000000000e+00j), (4.100000000000000000e+02+0.000000000000000000e+00j), (1.078887283802032471e-02-1.528478879481554031e-02j), (2.330391667783260345e-03-2.119917422533035278e-02j), (-2.167626842856407166e-02+7.154623977839946747e-03j), (-5.199233070015907288e-03-4.521231353282928467e-02j), (1.248442009091377258e-02-5.936216562986373901e-02j), (4.875607416033744812e-02-2.532697655260562897e-02j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.721621751785278320e-01+0.000000000000000000e+00j), (5.620263516902923584e-02+0.000000000000000000e+00j), (2.999440002441406250e+02+0.000000000000000000e+00j), (3.541094665527343750e+02+0.000000000000000000e+00j), (4.100000000000000000e+02+0.000000000000000000e+00j), (1.233873236924409866e-02-1.924389041960239410e-02j), (1.535729388706386089e-03-2.568138577044010162e-02j), (-2.575690858066082001e-02+9.982057847082614899e-03j), (-7.468605879694223404e-03-5.536289140582084656e-02j), (1.461123116314411163e-02-7.485029101371765137e-02j), (5.869086086750030518e-02-3.251361846923828125e-02j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.724053174257278442e-01+0.000000000000000000e+00j), (5.624987185001373291e-02+0.000000000000000000e+00j), (3.000626831054687500e+02+0.000000000000000000e+00j), (3.542116699218750000e+02+0.000000000000000000e+00j), (4.200000000000000000e+02+0.000000000000000000e+00j), (-5.135812237858772278e-02-4.504624754190444946e-03j), (-4.722990468144416809e-02-7.568499073386192322e-03j), (3.801144659519195557e-02-2.532727830111980438e-02j), (6.198517978191375732e-03+1.683162339031696320e-02j), (1.660448126494884491e-02+1.654879748821258545e-02j), (2.705925703048706055e-02-1.159659121185541153e-03j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.724053174257278442e-01+0.000000000000000000e+00j), (5.624987185001373291e-02+0.000000000000000000e+00j), (3.000626831054687500e+02+0.000000000000000000e+00j), (3.542116699218750000e+02+0.000000000000000000e+00j), (4.200000000000000000e+02+0.000000000000000000e+00j), (5.932868644595146179e-02+1.171150337904691696e-02j), (5.378007888793945312e-02+1.496418565511703491e-02j), (-4.734946414828300476e-02+2.515442669391632080e-02j), (-5.466856528073549271e-03-2.028012834489345551e-02j), (-1.664966717362403870e-02-2.189127355813980103e-02j), (-3.173534572124481201e-02-2.660483121871948242e-03j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.724053174257278442e-01+0.000000000000000000e+00j), (5.624987185001373291e-02+0.000000000000000000e+00j), (3.000626831054687500e+02+0.000000000000000000e+00j), (3.542116699218750000e+02+0.000000000000000000e+00j), (4.200000000000000000e+02+0.000000000000000000e+00j), (1.444061170332133770e-03-1.804854534566402435e-02j), (-8.755224756896495819e-03-1.554812490940093994e-02j), (-1.073646545410156250e-02+2.200676500797271729e-02j), (-2.715023793280124664e-02-4.500975459814071655e-02j), (-2.130757085978984833e-02-6.325791776180267334e-02j), (2.289672754704952240e-02-3.021519444882869720e-02j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.724053174257278442e-01+0.000000000000000000e+00j), (5.624987185001373291e-02+0.000000000000000000e+00j), (3.000626831054687500e+02+0.000000000000000000e+00j), (3.542116699218750000e+02+0.000000000000000000e+00j), (4.200000000000000000e+02+0.000000000000000000e+00j), (2.360825892537832260e-03-2.282776869833469391e-02j), (-1.058017648756504059e-02-2.016157098114490509e-02j), (-1.369114033877849579e-02+2.776821330189704895e-02j), (-3.251435980200767517e-02-5.740772560238838196e-02j), (-2.509066648781299591e-02-8.034629374742507935e-02j), (3.065311908721923828e-02-3.844949230551719666e-02j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.723900139331817627e-01+0.000000000000000000e+00j), (5.614226311445236206e-02+0.000000000000000000e+00j), (2.984153442382812500e+02+0.000000000000000000e+00j), (3.526384582519531250e+02+0.000000000000000000e+00j), (4.300000000000000000e+02+0.000000000000000000e+00j), (-4.957396537065505981e-02+2.726154215633869171e-02j), (-4.493135586380958557e-02+2.106497623026371002e-02j), (2.420760504901409149e-02-4.953571408987045288e-02j), (1.503310445696115494e-02+6.368132308125495911e-03j), (2.113699354231357574e-02-2.735734684392809868e-03j), (1.363246887922286987e-02-2.389410883188247681e-02j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.723900139331817627e-01+0.000000000000000000e+00j), (5.614226311445236206e-02+0.000000000000000000e+00j), (2.984153442382812500e+02+0.000000000000000000e+00j), (3.526384582519531250e+02+0.000000000000000000e+00j), (4.300000000000000000e+02+0.000000000000000000e+00j), (6.800947338342666626e-02-1.971802301704883575e-02j), (6.069215014576911926e-02-1.315573882311582565e-02j), (-4.293617233633995056e-02+5.359931662678718567e-02j), (-1.601873710751533508e-02-1.143051870167255402e-02j), (-2.634216472506523132e-02-2.829209668561816216e-03j), (-2.266666106879711151e-02+2.491495572030544281e-02j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.723900139331817627e-01+0.000000000000000000e+00j), (5.614226311445236206e-02+0.000000000000000000e+00j), (2.984153442382812500e+02+0.000000000000000000e+00j), (3.526384582519531250e+02+0.000000000000000000e+00j), (4.300000000000000000e+02+0.000000000000000000e+00j), (-1.159154344350099564e-02-1.793072000145912170e-02j), (-1.569517888128757477e-02-9.024547412991523743e-03j), (1.315900497138500214e-02+2.364924363791942596e-02j), (-4.984503611922264099e-02-2.742522396147251129e-02j), (-4.779884219169616699e-02-3.999770805239677429e-02j), (1.477184798568487167e-02-1.730663143098354340e-02j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.723900139331817627e-01+0.000000000000000000e+00j), (5.614226311445236206e-02+0.000000000000000000e+00j), (2.984153442382812500e+02+0.000000000000000000e+00j), (3.526384582519531250e+02+0.000000000000000000e+00j), (4.300000000000000000e+02+0.000000000000000000e+00j), (-1.521551143378019333e-02-2.125689573585987091e-02j), (-1.963239163160324097e-02-9.718252345919609070e-03j), (1.722433418035507202e-02+2.804886735975742340e-02j), (-6.170515343546867371e-02-3.341221436858177185e-02j), (-5.991391837596893311e-02-4.916608706116676331e-02j), (1.933409832417964935e-02-2.222844026982784271e-02j), (3.000000000000000000e+00+0.000000000000000000e+00j)
