# Mach-Number Intake,Mach-Number Outlet,temperature Intake,temperature Outlet,f,Mic1,Mic2,Mic3,Mic4,Mic5,Mic6,case
 (1.717891097068786621e-01+0.000000000000000000e+00j), (5.558151006698608398e-02+0.000000000000000000e+00j), (2.980321960449218750e+02+0.000000000000000000e+00j), (3.517874450683593750e+02+0.000000000000000000e+00j), (1.420000000000000000e+03+0.000000000000000000e+00j), (-3.085592761635780334e-03+1.030888129025697708e-02j), (-7.293306756764650345e-03-1.991863595321774483e-03j), (-1.425541006028652191e-02-1.872993198048789054e-05j), (4.771069507114589214e-05-5.367635283619165421e-03j), (-4.039350023958832026e-04-1.774788834154605865e-03j), (2.014850033447146416e-03-4.440913442522287369e-03j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.717891097068786621e-01+0.000000000000000000e+00j), (5.558151006698608398e-02+0.000000000000000000e+00j), (2.980321960449218750e+02+0.000000000000000000e+00j), (3.517874450683593750e+02+0.000000000000000000e+00j), (1.420000000000000000e+03+0.000000000000000000e+00j), (-1.508498447947204113e-03-1.135817356407642365e-02j), (8.183964528143405914e-03-8.879259112291038036e-04j), (1.415374875068664551e-02-6.499845534563064575e-03j), (2.478989772498607635e-03+5.327552091330289841e-03j), (1.168050919659435749e-03+1.549113891087472439e-03j), (9.770067117642611265e-05+5.304140970110893250e-03j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.717891097068786621e-01+0.000000000000000000e+00j), (5.558151006698608398e-02+0.000000000000000000e+00j), (2.980321960449218750e+02+0.000000000000000000e+00j), (3.517874450683593750e+02+0.000000000000000000e+00j), (1.420000000000000000e+03+0.000000000000000000e+00j), (-3.111527068540453911e-03+1.084867748431861401e-03j), (-1.943315612152218819e-03+3.353977110236883163e-03j), (1.466921181418001652e-03-4.665726155508309603e-04j), (5.564653780311346054e-03-3.284534066915512085e-02j), (1.408665068447589874e-02-2.846902469173073769e-03j), (2.132568694651126862e-02-1.969085261225700378e-02j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.717891097068786621e-01+0.000000000000000000e+00j), (5.558151006698608398e-02+0.000000000000000000e+00j), (2.980321960449218750e+02+0.000000000000000000e+00j), (3.517874450683593750e+02+0.000000000000000000e+00j), (1.420000000000000000e+03+0.000000000000000000e+00j), (-3.027787664905190468e-03+1.977328909561038017e-03j), (-1.743947854265570641e-03+4.116176627576351166e-03j), (1.639695023186504841e-03-9.362503187730908394e-04j), (8.605571929365396500e-04-3.779562562704086304e-02j), (1.557502616196870804e-02-4.480878822505474091e-03j), (2.069422416388988495e-02-2.519803680479526520e-02j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.723622679710388184e-01+0.000000000000000000e+00j), (5.548523366451263428e-02+0.000000000000000000e+00j), (2.985696411132812500e+02+0.000000000000000000e+00j), (3.525593566894531250e+02+0.000000000000000000e+00j), (1.430000000000000000e+03+0.000000000000000000e+00j), (3.059002920053899288e-04+1.009107660502195358e-02j), (-9.413221850991249084e-03-9.884065948426723480e-04j), (-1.493340544402599335e-02+5.340383853763341904e-03j), (-2.862852532416582108e-03-2.481550909578800201e-03j), (-1.562114222906529903e-03-1.007367507554590702e-03j), (-1.516088726930320263e-03-3.301840042695403099e-03j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.723622679710388184e-01+0.000000000000000000e+00j), (5.548523366451263428e-02+0.000000000000000000e+00j), (2.985696411132812500e+02+0.000000000000000000e+00j), (3.525593566894531250e+02+0.000000000000000000e+00j), (1.430000000000000000e+03+0.000000000000000000e+00j), (-3.287359606474637985e-03-1.324238069355487823e-02j), (1.298537384718656540e-02-1.374463667161762714e-03j), (1.777347363531589508e-02-1.174138579517602921e-02j), (5.281391553580760956e-03+2.523283474147319794e-03j), (2.668086206540465355e-03+9.037482668645679951e-04j), (3.626283258199691772e-03+4.222135525196790695e-03j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.723622679710388184e-01+0.000000000000000000e+00j), (5.548523366451263428e-02+0.000000000000000000e+00j), (2.985696411132812500e+02+0.000000000000000000e+00j), (3.525593566894531250e+02+0.000000000000000000e+00j), (1.430000000000000000e+03+0.000000000000000000e+00j), (-1.248638727702200413e-03+1.561205252073705196e-03j), (1.026483252644538879e-03+3.015254857018589973e-03j), (1.173128373920917511e-03-1.117534120567142963e-03j), (-7.492944132536649704e-03-2.068720944225788116e-02j), (8.909964933991432190e-03-2.027196576818823814e-03j), (6.326663307845592499e-03-1.569708809256553650e-02j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.723622679710388184e-01+0.000000000000000000e+00j), (5.548523366451263428e-02+0.000000000000000000e+00j), (2.985696411132812500e+02+0.000000000000000000e+00j), (3.525593566894531250e+02+0.000000000000000000e+00j), (1.430000000000000000e+03+0.000000000000000000e+00j), (-1.027853795676492155e-04+2.075631637126207352e-03j), (2.073684008792042732e-03+2.868157811462879181e-03j), (8.099809056147933006e-04-1.561379642225801945e-03j), (-1.225478015840053558e-02-2.126265130937099457e-02j), (1.005865726619958878e-02-4.053244367241859436e-03j), (4.279855638742446899e-03-1.821736432611942291e-02j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727291792631149292e-01+0.000000000000000000e+00j), (5.730111151933670044e-02+0.000000000000000000e+00j), (3.008370666503906250e+02+0.000000000000000000e+00j), (3.550974731445312500e+02+0.000000000000000000e+00j), (1.440000000000000000e+03+0.000000000000000000e+00j), (4.792665131390094757e-03+9.200719185173511505e-03j), (-1.296313386410474777e-02+4.916618578135967255e-03j), (-1.141347363591194153e-02+1.479169912636280060e-02j), (-3.669987199828028679e-03+1.020512660034000874e-03j), (-2.356924349442124367e-03+7.999054505489766598e-04j), (-3.917355090379714966e-03-6.397609249688684940e-04j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727291792631149292e-01+0.000000000000000000e+00j), (5.730111151933670044e-02+0.000000000000000000e+00j), (3.008370666503906250e+02+0.000000000000000000e+00j), (3.550974731445312500e+02+0.000000000000000000e+00j), (1.440000000000000000e+03+0.000000000000000000e+00j), (-8.757941424846649170e-03-1.589854434132575989e-02j), (2.352271787822246552e-02-9.887324646115303040e-03j), (1.893608644604682922e-02-2.734249457716941833e-02j), (6.083833053708076477e-03-2.243536058813333511e-03j), (3.891935339197516441e-03-1.806866377592086792e-03j), (6.685863714665174484e-03+4.217280657030642033e-04j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727291792631149292e-01+0.000000000000000000e+00j), (5.730111151933670044e-02+0.000000000000000000e+00j), (3.008370666503906250e+02+0.000000000000000000e+00j), (3.550974731445312500e+02+0.000000000000000000e+00j), (1.440000000000000000e+03+0.000000000000000000e+00j), (-4.565484414342790842e-05+1.175037934444844723e-03j), (2.941544167697429657e-03+1.673513033892959356e-04j), (-2.943510189652442932e-04-2.052199328318238258e-03j), (-9.777363389730453491e-03-1.075942721217870712e-02j), (7.933052256703376770e-03-1.811681897379457951e-03j), (1.505468622781336308e-03-9.368161670863628387e-03j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727291792631149292e-01+0.000000000000000000e+00j), (5.730111151933670044e-02+0.000000000000000000e+00j), (3.008370666503906250e+02+0.000000000000000000e+00j), (3.550974731445312500e+02+0.000000000000000000e+00j), (1.440000000000000000e+03+0.000000000000000000e+00j), (2.884425339289009571e-04+1.248972024768590927e-03j), (2.656573196873068810e-03+5.552261136472225189e-04j), (-1.530555309727787971e-04-2.105206018313765526e-03j), (-1.180529315024614334e-02-1.056714076548814774e-02j), (8.141278289258480072e-03-2.891974523663520813e-03j), (4.909324343316257000e-04-1.046070922166109085e-02j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727938801050186157e-01+0.000000000000000000e+00j), (5.676414445042610168e-02+0.000000000000000000e+00j), (3.008280944824218750e+02+0.000000000000000000e+00j), (3.551835632324218750e+02+0.000000000000000000e+00j), (1.450000000000000000e+03+0.000000000000000000e+00j), (8.119034580886363983e-03+3.714027581736445427e-03j), (-3.812811337411403656e-03+1.721480861306190491e-02j), (5.602923687547445297e-03+1.623095199465751648e-02j), (4.336986166890710592e-04+2.839258639141917229e-03j), (4.479392664507031441e-04+2.641094848513603210e-03j), (-9.284174884669482708e-04+3.271422116085886955e-03j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727938801050186157e-01+0.000000000000000000e+00j), (5.676414445042610168e-02+0.000000000000000000e+00j), (3.008280944824218750e+02+0.000000000000000000e+00j), (3.551835632324218750e+02+0.000000000000000000e+00j), (1.450000000000000000e+03+0.000000000000000000e+00j), (-1.806658320128917694e-02-1.017482858151197433e-02j), (1.223774626851081848e-02-3.800598159432411194e-02j), (-8.827068842947483063e-03-3.795664384961128235e-02j), (3.700076485984027386e-04-7.243115920573472977e-03j), (4.824498682864941657e-05-6.739033851772546768e-03j), (3.821853781118988991e-03-7.698123343288898468e-03j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727938801050186157e-01+0.000000000000000000e+00j), (5.676414445042610168e-02+0.000000000000000000e+00j), (3.008280944824218750e+02+0.000000000000000000e+00j), (3.551835632324218750e+02+0.000000000000000000e+00j), (1.450000000000000000e+03+0.000000000000000000e+00j), (-6.878134445287287235e-05+1.121985726058483124e-03j), (1.165729132480919361e-03-7.665016455575823784e-04j), (-1.598452567122876644e-03-9.010025532916188240e-04j), (-6.397531833499670029e-03-6.753042805939912796e-03j), (8.360461331903934479e-03-5.705581279471516609e-04j), (2.876046579331159592e-03-4.610430449247360229e-03j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727938801050186157e-01+0.000000000000000000e+00j), (5.676414445042610168e-02+0.000000000000000000e+00j), (3.008280944824218750e+02+0.000000000000000000e+00j), (3.551835632324218750e+02+0.000000000000000000e+00j), (1.450000000000000000e+03+0.000000000000000000e+00j), (5.111611098982393742e-04+1.332047744654119015e-03j), (1.082386239431798458e-03-1.016005990095436573e-03j), (-2.074437215924263000e-03-9.075384587049484253e-04j), (-7.082453463226556778e-03-7.056849077343940735e-03j), (9.060521610081195831e-03-1.053633866831660271e-03j), (3.068614052608609200e-03-5.157296545803546906e-03j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.728330403566360474e-01+0.000000000000000000e+00j), (5.676164478063583374e-02+0.000000000000000000e+00j), (3.007987976074218750e+02+0.000000000000000000e+00j), (3.552136535644531250e+02+0.000000000000000000e+00j), (1.460000000000000000e+03+0.000000000000000000e+00j), (8.356031030416488647e-03+9.696410270407795906e-04j), (4.822748247534036636e-03+1.548127923160791397e-02j), (9.119784459471702576e-03+9.985948912799358368e-03j), (1.864813384599983692e-03+1.376570318825542927e-03j), (2.140244236215949059e-03+1.453159260563552380e-03j), (1.519725425168871880e-03+2.538134809583425522e-03j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.728330403566360474e-01+0.000000000000000000e+00j), (5.676164478063583374e-02+0.000000000000000000e+00j), (3.007987976074218750e+02+0.000000000000000000e+00j), (3.552136535644531250e+02+0.000000000000000000e+00j), (1.460000000000000000e+03+0.000000000000000000e+00j), (-1.928453519940376282e-02-5.396596156060695648e-03j), (-6.003011483699083328e-03-4.156587645411491394e-02j), (-1.985255070030689240e-02-2.794559672474861145e-02j), (-3.727217670530080795e-03-5.006496328860521317e-03j), (-4.450764972716569901e-03-5.381480325013399124e-03j), (-1.903259311802685261e-03-7.859641686081886292e-03j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.728330403566360474e-01+0.000000000000000000e+00j), (5.676164478063583374e-02+0.000000000000000000e+00j), (3.007987976074218750e+02+0.000000000000000000e+00j), (3.552136535644531250e+02+0.000000000000000000e+00j), (1.460000000000000000e+03+0.000000000000000000e+00j), (5.977996042929589748e-04+1.317657181061804295e-03j), (5.808096029795706272e-04-9.149763500317931175e-04j), (-2.040294930338859558e-03+1.622261042939499021e-04j), (-6.012926343828439713e-03-5.336089525371789932e-03j), (8.940703235566616058e-03-1.816442003473639488e-03j), (3.584032412618398666e-03-3.953645937144756317e-03j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.728330403566360474e-01+0.000000000000000000e+00j), (5.676164478063583374e-02+0.000000000000000000e+00j), (3.007987976074218750e+02+0.000000000000000000e+00j), (3.552136535644531250e+02+0.000000000000000000e+00j), (1.460000000000000000e+03+0.000000000000000000e+00j), (9.503793553449213505e-04+1.090436009690165520e-03j), (6.449526408687233925e-04-9.859630372375249863e-04j), (-2.192004583775997162e-03-1.084826944861561060e-04j), (-6.170755717903375626e-03-5.244839470833539963e-03j), (9.665065445005893707e-03-1.827193656936287880e-03j), (3.869432024657726288e-03-3.807157510891556740e-03j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.726344823837280273e-01+0.000000000000000000e+00j), (5.694535002112388611e-02+0.000000000000000000e+00j), (3.008432617187500000e+02+0.000000000000000000e+00j), (3.551651611328125000e+02+0.000000000000000000e+00j), (1.470000000000000000e+03+0.000000000000000000e+00j), (7.689731661230325699e-03+1.976475177798420191e-04j), (1.037237979471683502e-02+1.188300736248493195e-02j), (8.383643813431262970e-03+5.116316955536603928e-03j), (2.525872550904750824e-03+2.901653933804482222e-04j), (3.645543940365314484e-03+9.068735380424186587e-05j), (3.377827117219567299e-03+1.699507352896034718e-03j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.726344823837280273e-01+0.000000000000000000e+00j), (5.694535002112388611e-02+0.000000000000000000e+00j), (3.008432617187500000e+02+0.000000000000000000e+00j), (3.551651611328125000e+02+0.000000000000000000e+00j), (1.470000000000000000e+03+0.000000000000000000e+00j), (-2.223907038569450378e-02-2.658104756847023964e-03j), (-2.565534971654415131e-02-3.743194416165351868e-02j), (-2.301625348627567291e-02-1.806490495800971985e-02j), (-5.794331897050142288e-03-2.219116082414984703e-03j), (-8.543717674911022186e-03-2.646223409101366997e-03j), (-6.852997001260519028e-03-6.253277417272329330e-03j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.726344823837280273e-01+0.000000000000000000e+00j), (5.694535002112388611e-02+0.000000000000000000e+00j), (3.008432617187500000e+02+0.000000000000000000e+00j), (3.551651611328125000e+02+0.000000000000000000e+00j), (1.470000000000000000e+03+0.000000000000000000e+00j), (9.498095023445785046e-04+9.634440066292881966e-04j), (3.226319386158138514e-04-5.337692564353346825e-04j), (-1.362486509606242180e-03+6.478480063378810883e-04j), (-4.526684060692787170e-03-5.334572866559028625e-03j), (1.116757001727819443e-02-2.351864008232951164e-03j), (6.237267050892114639e-03-3.064711811020970345e-03j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.726344823837280273e-01+0.000000000000000000e+00j), (5.694535002112388611e-02+0.000000000000000000e+00j), (3.008432617187500000e+02+0.000000000000000000e+00j), (3.551651611328125000e+02+0.000000000000000000e+00j), (1.470000000000000000e+03+0.000000000000000000e+00j), (1.531500718556344509e-03+9.113872656598687172e-04j), (6.608161493204534054e-04-8.070779149420559406e-04j), (-1.881605479866266251e-03+1.109657227061688900e-03j), (-4.448302090167999268e-03-5.349987652152776718e-03j), (1.219471823424100876e-02-1.875905436463654041e-03j), (6.759392563253641129e-03-2.589485608041286469e-03j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.726979762315750122e-01+0.000000000000000000e+00j), (5.758411064743995667e-02+0.000000000000000000e+00j), (3.008777465820312500e+02+0.000000000000000000e+00j), (3.551511535644531250e+02+0.000000000000000000e+00j), (1.480000000000000000e+03+0.000000000000000000e+00j), (8.047416806221008301e-03-2.839423017576336861e-03j), (1.458407938480377197e-02+5.434654187411069870e-03j), (8.485622704029083252e-03+2.532423241063952446e-03j), (1.645593787543475628e-03-1.149804913438856602e-03j), (2.860082313418388367e-03-2.660363679751753807e-03j), (3.557788673788309097e-03-1.125734183005988598e-03j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.726979762315750122e-01+0.000000000000000000e+00j), (5.758411064743995667e-02+0.000000000000000000e+00j), (3.008777465820312500e+02+0.000000000000000000e+00j), (3.551511535644531250e+02+0.000000000000000000e+00j), (1.480000000000000000e+03+0.000000000000000000e+00j), (-2.839108556509017944e-02+4.198307171463966370e-03j), (-4.344645887613296509e-02-2.593168243765830994e-02j), (-2.509143203496932983e-02-1.402563415467739105e-02j), (-5.993207450956106186e-03+2.524798037484288216e-03j), (-1.071192789822816849e-02+6.040876731276512146e-03j), (-1.167323999106884003e-02+8.290885016322135925e-04j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.726979762315750122e-01+0.000000000000000000e+00j), (5.758411064743995667e-02+0.000000000000000000e+00j), (3.008777465820312500e+02+0.000000000000000000e+00j), (3.551511535644531250e+02+0.000000000000000000e+00j), (1.480000000000000000e+03+0.000000000000000000e+00j), (2.561512403190135956e-03+3.248751163482666016e-04j), (4.931990988552570343e-04-1.197573146782815456e-03j), (-1.044575707055628300e-03+2.229255856946110725e-03j), (-4.058293066918849945e-03-5.678863730281591415e-03j), (1.480417419224977493e-02-6.090190727263689041e-03j), (1.008411124348640442e-02-4.339484497904777527e-03j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.726979762315750122e-01+0.000000000000000000e+00j), (5.758411064743995667e-02+0.000000000000000000e+00j), (3.008777465820312500e+02+0.000000000000000000e+00j), (3.551511535644531250e+02+0.000000000000000000e+00j), (1.480000000000000000e+03+0.000000000000000000e+00j), (1.780448015779256821e-03+5.360634531825780869e-05j), (5.314025911502540112e-04-1.013837871141731739e-03j), (-7.779189036227762699e-04+1.588319777511060238e-03j), (-3.892953041940927505e-03-6.634677760303020477e-03j), (1.521094795316457748e-02-4.521061666309833527e-03j), (1.032087672501802444e-02-3.500277874991297722e-03j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727953553199768066e-01+0.000000000000000000e+00j), (5.629623308777809143e-02+0.000000000000000000e+00j), (3.007716369628906250e+02+0.000000000000000000e+00j), (3.551904296875000000e+02+0.000000000000000000e+00j), (1.490000000000000000e+03+0.000000000000000000e+00j), (7.943402975797653198e-03-8.121865801513195038e-03j), (1.643030345439910889e-02-3.987179603427648544e-03j), (9.312624111771583557e-03+1.050635357387363911e-03j), (-1.756425917847082019e-04-1.755447126924991608e-03j), (-2.033916302025318146e-03-5.039061885327100754e-03j), (3.010188520420342684e-04-4.687164910137653351e-03j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727953553199768066e-01+0.000000000000000000e+00j), (5.629623308777809143e-02+0.000000000000000000e+00j), (3.007716369628906250e+02+0.000000000000000000e+00j), (3.551904296875000000e+02+0.000000000000000000e+00j), (1.490000000000000000e+03+0.000000000000000000e+00j), (-3.535124659538269043e-02+2.305708266794681549e-02j), (-6.130108609795570374e-02+2.227192308055236936e-04j), (-3.349266946315765381e-02-1.251235976815223694e-02j), (-6.030921576893888414e-05+6.707270164042711258e-03j), (5.255530588328838348e-03+1.986294426023960114e-02j), (-3.405100665986537933e-03+1.745746657252311707e-02j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727953553199768066e-01+0.000000000000000000e+00j), (5.629623308777809143e-02+0.000000000000000000e+00j), (3.007716369628906250e+02+0.000000000000000000e+00j), (3.551904296875000000e+02+0.000000000000000000e+00j), (1.490000000000000000e+03+0.000000000000000000e+00j), (2.309221541509032249e-03-2.657356671988964081e-03j), (-1.065831282176077366e-03-2.588973380625247955e-03j), (1.668297685682773590e-03+2.520918380469083786e-03j), (-4.892933182418346405e-03-1.005460228770971298e-02j), (1.809155568480491638e-02-1.955240406095981598e-02j), (1.730094477534294128e-02-1.420052722096443176e-02j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727953553199768066e-01+0.000000000000000000e+00j), (5.629623308777809143e-02+0.000000000000000000e+00j), (3.007716369628906250e+02+0.000000000000000000e+00j), (3.551904296875000000e+02+0.000000000000000000e+00j), (1.490000000000000000e+03+0.000000000000000000e+00j), (2.217668108642101288e-03-2.690281951799988747e-03j), (-6.483178585767745972e-04-2.902172040194272995e-03j), (1.351573620922863483e-03+2.768541453406214714e-03j), (-4.854674916714429855e-03-1.066939625889062881e-02j), (1.950806006789207458e-02-1.816581189632415771e-02j), (1.800474524497985840e-02-1.306060142815113068e-02j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.728091090917587280e-01+0.000000000000000000e+00j), (5.690506845712661743e-02+0.000000000000000000e+00j), (3.008064575195312500e+02+0.000000000000000000e+00j), (3.552113952636718750e+02+0.000000000000000000e+00j), (1.500000000000000000e+03+0.000000000000000000e+00j), (5.615319591015577316e-03-1.089110318571329117e-02j), (1.458607241511344910e-02-9.215492755174636841e-03j), (1.019694842398166656e-02-5.900882533751428127e-04j), (-9.888850618153810501e-04-1.058551948517560959e-03j), (-5.950587335973978043e-03-2.165616955608129501e-03j), (-3.592168679460883141e-03-3.670203499495983124e-03j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.728091090917587280e-01+0.000000000000000000e+00j), (5.690506845712661743e-02+0.000000000000000000e+00j), (3.008064575195312500e+02+0.000000000000000000e+00j), (3.552113952636718750e+02+0.000000000000000000e+00j), (1.500000000000000000e+03+0.000000000000000000e+00j), (-2.681727334856987000e-02+4.064386337995529175e-02j), (-5.979758873581886292e-02+2.957803197205066681e-02j), (-4.019495472311973572e-02-3.164761699736118317e-03j), (3.551869653165340424e-03+4.017132800072431564e-03j), (2.219054661691188812e-02+8.660301566123962402e-03j), (1.321767456829547882e-02+1.433683838695287704e-02j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.728091090917587280e-01+0.000000000000000000e+00j), (5.690506845712661743e-02+0.000000000000000000e+00j), (3.008064575195312500e+02+0.000000000000000000e+00j), (3.552113952636718750e+02+0.000000000000000000e+00j), (1.500000000000000000e+03+0.000000000000000000e+00j), (-3.069623489864170551e-04-3.434129757806658745e-03j), (-3.035905072465538979e-03-1.496071927249431610e-03j), (2.818517619743943214e-03+7.373687112703919411e-04j), (-9.801133535802364349e-03-9.494825266301631927e-03j), (7.793596480041742325e-03-2.595015801489353180e-02j), (1.012974232435226440e-02-2.202074602246284485e-02j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.728091090917587280e-01+0.000000000000000000e+00j), (5.690506845712661743e-02+0.000000000000000000e+00j), (3.008064575195312500e+02+0.000000000000000000e+00j), (3.552113952636718750e+02+0.000000000000000000e+00j), (1.500000000000000000e+03+0.000000000000000000e+00j), (-3.538652963470667601e-04-3.796913893893361092e-03j), (-3.140651853755116463e-03-2.276636427268385887e-03j), (2.659493125975131989e-03+1.351881539449095726e-03j), (-8.660504594445228577e-03-1.106098666787147522e-02j), (1.169074140489101410e-02-2.573946863412857056e-02j), (1.356902532279491425e-02-2.121726237237453461e-02j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727196723222732544e-01+0.000000000000000000e+00j), (5.731447786092758179e-02+0.000000000000000000e+00j), (3.008324890136718750e+02+0.000000000000000000e+00j), (3.552163696289062500e+02+0.000000000000000000e+00j), (1.510000000000000000e+03+0.000000000000000000e+00j), (-3.971621044911444187e-04-1.366715412586927414e-02j), (6.998907774686813354e-03-1.534547377377748489e-02j), (1.046050060540437698e-02-4.316718317568302155e-03j), (-6.502112373709678650e-04-1.991181634366512299e-04j), (-3.355078166350722313e-03+3.327461658045649529e-03j), (-3.498766571283340454e-03+1.132313627749681473e-03j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727196723222732544e-01+0.000000000000000000e+00j), (5.731447786092758179e-02+0.000000000000000000e+00j), (3.008324890136718750e+02+0.000000000000000000e+00j), (3.552163696289062500e+02+0.000000000000000000e+00j), (1.510000000000000000e+03+0.000000000000000000e+00j), (-9.612855501472949982e-03+5.588149651885032654e-02j), (-4.107012972235679626e-02+5.585363134741783142e-02j), (-4.608345776796340942e-02+8.864172734320163727e-03j), (2.753076143562793732e-03+1.210341462865471840e-03j), (1.616838946938514709e-02-1.179849170148372650e-02j), (1.537087094038724899e-02-2.567748306319117546e-03j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727196723222732544e-01+0.000000000000000000e+00j), (5.731447786092758179e-02+0.000000000000000000e+00j), (3.008324890136718750e+02+0.000000000000000000e+00j), (3.552163696289062500e+02+0.000000000000000000e+00j), (1.510000000000000000e+03+0.000000000000000000e+00j), (-2.472143154591321945e-03-1.916439156047999859e-03j), (-3.753788769245147705e-03+1.534688868559896946e-03j), (2.509852405637502670e-03-1.196346944198012352e-03j), (-1.359366904944181442e-02-7.186469156295061111e-03j), (-4.229849670082330704e-03-2.468791790306568146e-02j), (-4.802410694537684321e-05-2.451962232589721680e-02j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727196723222732544e-01+0.000000000000000000e+00j), (5.731447786092758179e-02+0.000000000000000000e+00j), (3.008324890136718750e+02+0.000000000000000000e+00j), (3.552163696289062500e+02+0.000000000000000000e+00j), (1.510000000000000000e+03+0.000000000000000000e+00j), (-2.592062577605247498e-03-1.625876990146934986e-03j), (-3.431143239140510559e-03+1.349304104223847389e-03j), (2.276030136272311211e-03-7.929958519525825977e-04j), (-1.269717141985893250e-02-9.150709956884384155e-03j), (-1.692174701020121574e-03-2.584827877581119537e-02j), (2.979311393573880196e-03-2.517224848270416260e-02j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.726709604263305664e-01+0.000000000000000000e+00j), (5.720194801688194275e-02+0.000000000000000000e+00j), (3.008282165527343750e+02+0.000000000000000000e+00j), (3.552183837890625000e+02+0.000000000000000000e+00j), (1.520000000000000000e+03+0.000000000000000000e+00j), (-8.677058853209018707e-03-1.014480926096439362e-02j), (-3.628642996773123741e-03-1.199796237051486969e-02j), (7.983292452991008759e-03-9.787056595087051392e-03j), (-5.353263113647699356e-04-1.339455047855153680e-04j), (-3.915512934327125549e-05+2.082444028928875923e-03j), (-7.723161834292113781e-04+1.341102877631783485e-03j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.726709604263305664e-01+0.000000000000000000e+00j), (5.720194801688194275e-02+0.000000000000000000e+00j), (3.008282165527343750e+02+0.000000000000000000e+00j), (3.552183837890625000e+02+0.000000000000000000e+00j), (1.520000000000000000e+03+0.000000000000000000e+00j), (4.352519661188125610e-02+4.725099727511405945e-02j), (1.871850527822971344e-02+5.652832239866256714e-02j), (-3.623015061020851135e-02+4.632337763905525208e-02j), (3.726983210071921349e-03+2.836351050063967705e-04j), (-7.166481111198663712e-03-9.566415101289749146e-03j), (-1.221079146489500999e-03-8.380271494388580322e-03j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.726709604263305664e-01+0.000000000000000000e+00j), (5.720194801688194275e-02+0.000000000000000000e+00j), (3.008282165527343750e+02+0.000000000000000000e+00j), (3.552183837890625000e+02+0.000000000000000000e+00j), (1.520000000000000000e+03+0.000000000000000000e+00j), (-1.649662852287292480e-03+6.088466034270823002e-04j), (6.924865883775055408e-04+2.741137752309441566e-03j), (2.509331679902970791e-04-1.744092325679957867e-03j), (-1.718474924564361572e-02-3.154969774186611176e-03j), (-1.184818800538778305e-02-1.781449280679225922e-02j), (-9.092714637517929077e-03-2.145675756037235260e-02j), (2.000000000000000000e+00+0.000000000000000000e+00j)
